Biomass,Coal,Gas,Oil,Geothermal,Hydro,Marine,Unknown,Solar,Nuclear,Waste,Wind
269.0,0.0,1417.0,0.0,0.0,87.0,0.0,669.0,1794.0,5949.0,253.0,2733.0
271.0,0.0,1296.0,0.0,0.0,90.0,0.0,614.0,1879.0,5940.0,255.0,3138.0
217.0,0.0,1150.0,0.0,0.0,92.0,0.0,581.0,1765.0,5966.0,255.0,3768.0
183.0,0.0,1080.0,0.0,0.0,92.0,0.0,585.0,1688.0,5970.0,255.0,3978.0
197.0,0.0,1097.0,0.0,0.0,94.0,0.0,555.0,1502.0,5971.0,229.0,3972.0
217.0,0.0,1196.0,0.0,0.0,94.0,0.0,580.0,1169.0,5972.0,210.0,3904.0
264.0,0.0,1284.0,0.0,0.0,51.0,0.0,658.0,722.0,5972.0,249.0,3856.0
276.0,0.0,1424.0,0.0,0.0,377.0,0.0,726.0,267.0,5973.0,261.0,3836.0
280.0,0.0,1490.0,0.0,0.0,461.0,0.0,709.0,38.0,5974.0,264.0,3898.0
279.0,0.0,1591.0,0.0,0.0,924.0,0.0,695.0,0.0,5978.0,262.0,3738.0
282.0,0.0,1272.0,0.0,0.0,551.0,0.0,692.0,0.0,5981.0,266.0,3865.0
281.0,0.0,1350.0,0.0,0.0,127.0,0.0,648.0,0.0,5982.0,266.0,3904.0
278.0,0.0,1227.0,0.0,0.0,210.0,0.0,509.0,0.0,5985.0,265.0,3915.0
278.0,0.0,1230.0,0.0,0.0,46.0,0.0,499.0,0.0,5986.0,265.0,3887.0
277.0,0.0,1244.0,0.0,0.0,45.0,0.0,517.0,0.0,5986.0,267.0,3845.0
279.0,0.0,1247.0,0.0,0.0,43.0,0.0,547.0,0.0,5990.0,264.0,3723.0
277.0,0.0,1304.0,0.0,0.0,43.0,0.0,596.0,0.0,5992.0,266.0,3640.0
278.0,0.0,1270.0,0.0,0.0,43.0,0.0,647.0,0.0,5993.0,261.0,3502.0
278.0,0.0,1398.0,0.0,0.0,44.0,0.0,630.0,0.0,5994.0,262.0,3423.0
276.0,0.0,1303.0,0.0,0.0,43.0,0.0,642.0,0.0,5992.0,263.0,3356.0
276.0,0.0,1427.0,0.0,0.0,52.0,0.0,643.0,0.0,5992.0,259.0,3279.0
274.0,0.0,1520.0,0.0,0.0,325.0,0.0,702.0,71.0,5991.0,256.0,3406.0
281.0,0.0,1575.0,0.0,0.0,371.0,0.0,735.0,337.0,5989.0,253.0,3466.0
281.0,0.0,1558.0,0.0,0.0,456.0,0.0,763.0,641.0,5987.0,257.0,3569.0
281.0,0.0,1534.0,0.0,0.0,264.0,0.0,762.0,948.0,5987.0,259.0,3665.0
282.0,0.0,1401.0,0.0,0.0,62.0,0.0,746.0,1088.0,5984.0,262.0,3762.0
282.0,0.0,1538.0,0.0,0.0,86.0,0.0,752.0,845.0,5959.0,263.0,3837.0
282.0,0.0,1615.0,0.0,0.0,177.0,0.0,773.0,594.0,5947.0,261.0,3890.0
285.0,0.0,1451.0,0.0,0.0,175.0,0.0,776.0,553.0,5938.0,235.0,3839.0
287.0,0.0,1264.0,0.0,0.0,173.0,0.0,753.0,537.0,5940.0,257.0,3870.0
284.0,0.0,1249.0,0.0,0.0,171.0,0.0,700.0,492.0,5932.0,259.0,3678.0
286.0,0.0,1388.0,0.0,0.0,257.0,0.0,712.0,254.0,5936.0,261.0,3653.0
286.0,0.0,1394.0,0.0,0.0,533.0,0.0,697.0,31.0,5979.0,266.0,3754.0
284.0,0.0,1419.0,0.0,0.0,677.0,0.0,665.0,0.0,5982.0,260.0,3820.0
287.0,0.0,1346.0,0.0,0.0,240.0,0.0,695.0,0.0,5981.0,255.0,3801.0
290.0,0.0,1306.0,0.0,0.0,239.0,0.0,636.0,0.0,5985.0,256.0,3746.0
287.0,0.0,1407.0,0.0,0.0,238.0,0.0,625.0,0.0,5986.0,258.0,3634.0
288.0,0.0,1385.0,0.0,0.0,240.0,0.0,689.0,0.0,5984.0,259.0,3691.0
285.0,0.0,1102.0,0.0,0.0,88.0,0.0,642.0,0.0,5984.0,258.0,3682.0
284.0,0.0,1147.0,0.0,0.0,90.0,0.0,640.0,0.0,5987.0,257.0,3779.0
288.0,0.0,1045.0,0.0,0.0,91.0,0.0,668.0,0.0,5989.0,258.0,3885.0
290.0,0.0,1071.0,0.0,0.0,119.0,0.0,648.0,0.0,5989.0,260.0,3948.0
286.0,0.0,1095.0,0.0,0.0,119.0,0.0,638.0,0.0,5988.0,263.0,3884.0
266.0,0.0,1101.0,0.0,0.0,110.0,0.0,651.0,0.0,5985.0,261.0,3962.0
182.0,0.0,1025.0,0.0,0.0,109.0,0.0,659.0,0.0,5983.0,262.0,3940.0
162.0,0.0,1016.0,0.0,0.0,108.0,0.0,626.0,41.0,5983.0,261.0,3919.0
163.0,0.0,1024.0,0.0,0.0,107.0,0.0,584.0,290.0,5986.0,261.0,3891.0
164.0,0.0,985.0,0.0,0.0,107.0,0.0,568.0,768.0,5988.0,258.0,3798.0
163.0,0.0,970.0,0.0,0.0,107.0,0.0,568.0,1266.0,5987.0,262.0,3890.0
164.0,0.0,988.0,0.0,0.0,107.0,0.0,593.0,1418.0,5987.0,262.0,3909.0
163.0,0.0,1003.0,0.0,0.0,111.0,0.0,631.0,1446.0,5983.0,266.0,3826.0
164.0,0.0,971.0,0.0,0.0,114.0,0.0,572.0,1813.0,5984.0,266.0,3773.0
163.0,0.0,928.0,0.0,0.0,117.0,0.0,516.0,1778.0,5986.0,266.0,3547.0
174.0,0.0,1017.0,0.0,0.0,117.0,0.0,501.0,1391.0,5987.0,268.0,3253.0
179.0,0.0,1036.0,0.0,0.0,117.0,0.0,498.0,928.0,5987.0,270.0,3440.0
257.0,0.0,1074.0,0.0,0.0,192.0,0.0,610.0,364.0,5989.0,267.0,3635.0
287.0,0.0,1147.0,0.0,0.0,573.0,0.0,709.0,36.0,5989.0,265.0,3208.0
290.0,0.0,1554.0,0.0,0.0,1065.0,0.0,753.0,0.0,5989.0,267.0,2626.0
286.0,0.0,1486.0,0.0,0.0,864.0,0.0,745.0,0.0,5990.0,266.0,3056.0
287.0,0.0,1299.0,0.0,0.0,776.0,0.0,727.0,0.0,5991.0,269.0,2887.0
287.0,0.0,1293.0,0.0,0.0,402.0,0.0,736.0,0.0,5991.0,268.0,2659.0
289.0,0.0,1505.0,0.0,0.0,161.0,0.0,742.0,0.0,5992.0,268.0,2715.0
288.0,0.0,1322.0,0.0,0.0,164.0,0.0,657.0,0.0,5983.0,269.0,2818.0
272.0,0.0,1292.0,0.0,0.0,164.0,0.0,651.0,0.0,5914.0,267.0,2848.0
190.0,0.0,1267.0,0.0,0.0,162.0,0.0,690.0,0.0,5986.0,270.0,2875.0
164.0,0.0,1264.0,0.0,0.0,162.0,0.0,716.0,0.0,5998.0,268.0,2946.0
164.0,0.0,1266.0,0.0,0.0,161.0,0.0,697.0,0.0,5997.0,268.0,2749.0
166.0,0.0,1274.0,0.0,0.0,161.0,0.0,699.0,0.0,5989.0,270.0,2705.0
209.0,0.0,1244.0,0.0,0.0,163.0,0.0,687.0,0.0,5984.0,270.0,2465.0
261.0,0.0,1446.0,0.0,0.0,164.0,0.0,703.0,44.0,5983.0,270.0,2230.0
289.0,0.0,1169.0,0.0,0.0,48.0,0.0,761.0,181.0,5985.0,271.0,2256.0
290.0,0.0,1259.0,0.0,0.0,90.0,0.0,781.0,443.0,5983.0,271.0,2208.0
287.0,0.0,1286.0,0.0,0.0,45.0,0.0,785.0,842.0,5983.0,268.0,2312.0
250.0,0.0,1139.0,0.0,0.0,43.0,0.0,726.0,1232.0,5979.0,265.0,2239.0
223.0,0.0,1068.0,0.0,0.0,41.0,0.0,709.0,1570.0,5973.0,265.0,2401.0
236.0,0.0,986.0,0.0,0.0,38.0,0.0,659.0,1775.0,5971.0,268.0,2474.0
207.0,0.0,1001.0,0.0,0.0,39.0,0.0,548.0,1774.0,5979.0,267.0,2663.0
205.0,0.0,1058.0,0.0,0.0,42.0,0.0,561.0,1379.0,5987.0,266.0,2870.0
208.0,0.0,1107.0,0.0,0.0,44.0,0.0,693.0,786.0,5986.0,261.0,2989.0
251.0,0.0,1086.0,0.0,0.0,85.0,0.0,694.0,326.0,5983.0,263.0,2994.0
282.0,0.0,1191.0,0.0,0.0,445.0,0.0,693.0,53.0,5977.0,267.0,2748.0
284.0,0.0,1301.0,0.0,0.0,1059.0,0.0,725.0,0.0,5983.0,265.0,2684.0
285.0,0.0,1209.0,0.0,0.0,637.0,0.0,718.0,0.0,5987.0,267.0,2768.0
286.0,0.0,1297.0,0.0,0.0,191.0,0.0,658.0,0.0,5993.0,264.0,2890.0
286.0,0.0,1387.0,0.0,0.0,122.0,0.0,587.0,0.0,5994.0,267.0,2946.0
288.0,0.0,1321.0,0.0,0.0,123.0,0.0,626.0,0.0,5992.0,258.0,3081.0
290.0,0.0,1379.0,0.0,0.0,124.0,0.0,614.0,0.0,5991.0,259.0,3175.0
287.0,0.0,1386.0,0.0,0.0,125.0,0.0,614.0,0.0,5991.0,265.0,3060.0
285.0,0.0,1447.0,0.0,0.0,125.0,0.0,658.0,0.0,5996.0,265.0,2617.0
288.0,0.0,1480.0,0.0,0.0,125.0,0.0,718.0,0.0,5997.0,262.0,2213.0
292.0,0.0,1664.0,0.0,0.0,125.0,0.0,728.0,0.0,5997.0,265.0,1757.0
288.0,0.0,1812.0,0.0,0.0,64.0,0.0,725.0,0.0,5998.0,267.0,1645.0
283.0,0.0,1960.0,0.0,0.0,229.0,0.0,732.0,0.0,5997.0,263.0,1550.0
282.0,0.0,2054.0,0.0,0.0,710.0,0.0,760.0,71.0,5996.0,261.0,1431.0
285.0,0.0,2015.0,0.0,0.0,731.0,0.0,780.0,456.0,5995.0,258.0,1482.0
283.0,0.0,2045.0,0.0,0.0,409.0,0.0,787.0,937.0,5993.0,259.0,1243.0
285.0,0.0,1928.0,0.0,0.0,127.0,0.0,780.0,1523.0,5991.0,263.0,1365.0
283.0,0.0,1745.0,0.0,0.0,127.0,0.0,752.0,1827.0,5990.0,257.0,1763.0
287.0,0.0,1677.0,9.0,0.0,127.0,0.0,734.0,1814.0,5993.0,257.0,2158.0
289.0,0.0,1527.0,1.0,0.0,128.0,0.0,758.0,1840.0,5994.0,260.0,2534.0
286.0,0.0,1422.0,0.0,0.0,128.0,0.0,773.0,1739.0,5994.0,257.0,2884.0
286.0,0.0,1502.0,0.0,0.0,128.0,0.0,757.0,1305.0,5995.0,257.0,3052.0
287.0,0.0,1730.0,0.0,0.0,104.0,0.0,798.0,705.0,5995.0,240.0,2827.0
287.0,0.0,1922.0,0.0,0.0,182.0,0.0,808.0,295.0,5995.0,237.0,2761.0
284.0,0.0,2206.0,0.0,0.0,913.0,0.0,762.0,45.0,5994.0,239.0,2463.0
288.0,0.0,2343.0,0.0,0.0,797.0,0.0,740.0,0.0,5997.0,238.0,2003.0
286.0,0.0,2412.0,0.0,0.0,148.0,0.0,746.0,0.0,5997.0,219.0,1722.0
286.0,0.0,2359.0,0.0,0.0,148.0,0.0,759.0,0.0,5997.0,230.0,1608.0
283.0,0.0,2376.0,0.0,0.0,148.0,0.0,712.0,0.0,5997.0,228.0,1313.0
283.0,0.0,2143.0,0.0,0.0,150.0,0.0,727.0,0.0,5996.0,226.0,1181.0
279.0,0.0,2223.0,0.0,0.0,150.0,0.0,733.0,0.0,5996.0,228.0,1058.0
273.0,0.0,2062.0,0.0,0.0,150.0,0.0,737.0,0.0,5994.0,227.0,937.0
280.0,0.0,2181.0,0.0,0.0,152.0,0.0,750.0,0.0,5994.0,239.0,751.0
281.0,0.0,2115.0,0.0,0.0,152.0,0.0,756.0,0.0,5996.0,250.0,611.0
281.0,0.0,2133.0,0.0,0.0,152.0,0.0,761.0,0.0,6001.0,251.0,543.0
278.0,0.0,2593.0,0.0,0.0,153.0,0.0,774.0,0.0,6002.0,247.0,447.0
279.0,0.0,3054.0,0.0,0.0,174.0,0.0,797.0,0.0,6002.0,253.0,370.0
281.0,0.0,3707.0,0.0,0.0,576.0,0.0,800.0,60.0,6000.0,252.0,261.0
272.0,0.0,3991.0,0.0,0.0,508.0,0.0,783.0,220.0,6003.0,252.0,207.0
265.0,0.0,3839.0,0.0,0.0,434.0,0.0,775.0,439.0,6002.0,242.0,190.0
263.0,0.0,4019.0,0.0,0.0,272.0,0.0,769.0,666.0,5997.0,246.0,163.0
263.0,0.0,4095.0,0.0,0.0,269.0,0.0,760.0,729.0,5999.0,248.0,130.0
263.0,0.0,4045.0,0.0,0.0,269.0,0.0,775.0,758.0,5999.0,251.0,111.0
263.0,0.0,4111.0,0.0,0.0,269.0,0.0,786.0,662.0,6001.0,253.0,62.0
263.0,0.0,4184.0,0.0,0.0,270.0,0.0,791.0,562.0,5998.0,251.0,53.0
272.0,0.0,4235.0,0.0,0.0,272.0,0.0,812.0,419.0,5996.0,243.0,40.0
273.0,0.0,4178.0,0.0,0.0,277.0,0.0,806.0,270.0,5998.0,250.0,41.0
273.0,0.0,4103.0,0.0,0.0,230.0,0.0,808.0,132.0,6002.0,252.0,161.0
273.0,0.0,4281.0,0.0,0.0,643.0,0.0,799.0,15.0,6003.0,251.0,766.0
274.0,0.0,3951.0,0.0,0.0,426.0,0.0,750.0,0.0,6002.0,252.0,2098.0
274.0,0.0,3674.0,0.0,0.0,46.0,0.0,677.0,0.0,5998.0,253.0,2299.0
271.0,0.0,2754.0,0.0,0.0,46.0,0.0,669.0,0.0,5998.0,252.0,2441.0
273.0,0.0,2040.0,0.0,0.0,47.0,0.0,646.0,0.0,5996.0,249.0,2690.0
278.0,0.0,2086.0,0.0,0.0,48.0,0.0,629.0,0.0,5996.0,250.0,2785.0
274.0,0.0,2123.0,0.0,0.0,48.0,0.0,603.0,0.0,5997.0,251.0,2724.0
276.0,0.0,2138.0,0.0,0.0,48.0,0.0,669.0,0.0,5993.0,254.0,2490.0
274.0,0.0,2248.0,0.0,0.0,48.0,0.0,692.0,0.0,5997.0,253.0,2063.0
275.0,0.0,2137.0,0.0,0.0,48.0,0.0,713.0,0.0,6000.0,254.0,2165.0
276.0,0.0,2194.0,0.0,0.0,48.0,0.0,729.0,0.0,6000.0,252.0,2311.0
275.0,0.0,2541.0,0.0,0.0,49.0,0.0,733.0,0.0,5999.0,252.0,2273.0
274.0,0.0,2950.0,0.0,0.0,50.0,0.0,741.0,0.0,6000.0,252.0,2437.0
276.0,0.0,3565.0,0.0,0.0,120.0,0.0,753.0,52.0,6000.0,249.0,2417.0
276.0,0.0,3582.0,0.0,0.0,56.0,0.0,782.0,201.0,6000.0,249.0,2476.0
275.0,0.0,3557.0,0.0,0.0,84.0,0.0,780.0,372.0,5998.0,249.0,2508.0
276.0,0.0,3626.0,0.0,0.0,78.0,0.0,790.0,603.0,5997.0,249.0,2423.0
276.0,0.0,3889.0,0.0,0.0,273.0,0.0,805.0,822.0,6008.0,258.0,1754.0
276.0,0.0,3707.0,0.0,0.0,133.0,0.0,795.0,925.0,6004.0,260.0,1963.0
278.0,0.0,3615.0,0.0,0.0,132.0,0.0,776.0,879.0,6004.0,260.0,2041.0
279.0,0.0,3704.0,0.0,0.0,132.0,0.0,794.0,966.0,6004.0,260.0,2038.0
275.0,0.0,3282.0,0.0,0.0,131.0,0.0,785.0,898.0,6004.0,259.0,2551.0
279.0,0.0,3783.0,0.0,0.0,131.0,0.0,775.0,530.0,6005.0,258.0,2410.0
280.0,0.0,4468.0,0.0,0.0,160.0,0.0,798.0,317.0,6006.0,263.0,1640.0
279.0,0.0,4875.0,0.0,0.0,795.0,0.0,814.0,46.0,6005.0,259.0,1299.0
285.0,0.0,5071.0,0.0,0.0,1043.0,0.0,817.0,0.0,6006.0,263.0,847.0
287.0,0.0,4980.0,0.0,0.0,539.0,0.0,817.0,0.0,6006.0,261.0,980.0
286.0,0.0,4605.0,0.0,0.0,52.0,0.0,758.0,0.0,6005.0,260.0,1201.0
284.0,0.0,4599.0,0.0,0.0,133.0,0.0,729.0,0.0,6003.0,268.0,1043.0
283.0,0.0,3996.0,0.0,0.0,107.0,0.0,733.0,0.0,6002.0,266.0,1064.0
285.0,0.0,3828.0,0.0,0.0,107.0,0.0,702.0,0.0,6002.0,267.0,868.0
284.0,0.0,3901.0,0.0,0.0,107.0,0.0,734.0,0.0,6004.0,267.0,467.0
281.0,0.0,3926.0,0.0,0.0,102.0,0.0,749.0,0.0,6003.0,269.0,497.0
281.0,0.0,3686.0,0.0,0.0,101.0,0.0,751.0,0.0,6005.0,268.0,495.0
285.0,0.0,3849.0,0.0,0.0,101.0,0.0,755.0,0.0,6008.0,270.0,505.0
283.0,0.0,4443.0,0.0,0.0,101.0,0.0,763.0,0.0,6008.0,270.0,563.0
284.0,0.0,4654.0,0.0,0.0,255.0,0.0,793.0,1.0,6007.0,270.0,444.0
281.0,0.0,4855.0,0.0,0.0,218.0,0.0,812.0,81.0,6008.0,269.0,620.0
280.0,0.0,4816.0,0.0,0.0,293.0,0.0,796.0,304.0,6008.0,267.0,732.0
279.0,0.0,4686.0,0.0,0.0,78.0,0.0,781.0,686.0,6006.0,258.0,723.0
279.0,0.0,4570.0,0.0,0.0,76.0,0.0,751.0,909.0,6005.0,264.0,820.0
276.0,0.0,4687.0,0.0,0.0,146.0,0.0,761.0,913.0,6003.0,261.0,807.0
278.0,0.0,4694.0,0.0,0.0,124.0,0.0,788.0,1127.0,6001.0,262.0,742.0
285.0,0.0,4377.0,0.0,0.0,122.0,0.0,774.0,1052.0,6003.0,260.0,818.0
282.0,0.0,4490.0,0.0,0.0,121.0,0.0,797.0,834.0,6004.0,261.0,792.0
283.0,0.0,4495.0,0.0,0.0,125.0,0.0,813.0,680.0,6005.0,253.0,923.0
281.0,0.0,4607.0,0.0,0.0,77.0,0.0,817.0,514.0,6003.0,257.0,1043.0
279.0,0.0,4760.0,0.0,0.0,275.0,0.0,828.0,219.0,6003.0,253.0,1127.0
281.0,0.0,4899.0,0.0,0.0,872.0,0.0,817.0,28.0,6005.0,250.0,1261.0
281.0,0.0,4810.0,0.0,0.0,990.0,0.0,798.0,0.0,6006.0,245.0,1259.0
283.0,0.0,4867.0,0.0,0.0,177.0,0.0,734.0,0.0,6006.0,246.0,1034.0
280.0,0.0,4816.0,0.0,0.0,132.0,0.0,772.0,0.0,6006.0,247.0,918.0
279.0,0.0,4472.0,0.0,0.0,67.0,0.0,771.0,0.0,6005.0,247.0,1065.0
278.0,0.0,3532.0,0.0,0.0,67.0,0.0,757.0,0.0,6005.0,242.0,1021.0
280.0,0.0,2549.0,0.0,0.0,66.0,0.0,707.0,0.0,6004.0,242.0,1774.0
249.0,0.0,2132.0,0.0,0.0,66.0,0.0,648.0,0.0,6003.0,243.0,2194.0
228.0,0.0,2442.0,0.0,0.0,62.0,0.0,670.0,0.0,6006.0,248.0,1998.0
241.0,0.0,2466.0,0.0,0.0,62.0,0.0,736.0,0.0,6003.0,249.0,1890.0
283.0,0.0,2382.0,0.0,0.0,62.0,0.0,751.0,0.0,6003.0,250.0,1915.0
284.0,0.0,2448.0,0.0,0.0,62.0,0.0,751.0,0.0,6005.0,247.0,1687.0
279.0,0.0,2598.0,0.0,0.0,265.0,0.0,795.0,2.0,6009.0,241.0,1544.0
280.0,0.0,2927.0,0.0,0.0,418.0,0.0,818.0,217.0,6010.0,239.0,1291.0
279.0,0.0,2993.0,0.0,0.0,393.0,0.0,820.0,1003.0,6013.0,232.0,1093.0
282.0,0.0,2548.0,0.0,0.0,95.0,0.0,810.0,1948.0,6013.0,234.0,1279.0
279.0,0.0,2230.0,0.0,0.0,92.0,0.0,726.0,2682.0,6007.0,231.0,1369.0
274.0,0.0,2016.0,0.0,0.0,92.0,0.0,680.0,3090.0,6004.0,220.0,1514.0
275.0,0.0,1887.0,0.0,0.0,92.0,0.0,700.0,3256.0,6002.0,222.0,1647.0
275.0,0.0,1919.0,0.0,0.0,92.0,0.0,717.0,3135.0,6002.0,224.0,1699.0
275.0,0.0,2000.0,0.0,0.0,93.0,0.0,751.0,2779.0,6001.0,212.0,1657.0
275.0,0.0,2056.0,0.0,0.0,95.0,0.0,784.0,2156.0,6001.0,209.0,1531.0
271.0,0.0,2115.0,0.0,0.0,154.0,0.0,781.0,1418.0,6000.0,207.0,1449.0
270.0,0.0,2433.0,0.0,0.0,83.0,0.0,752.0,591.0,5996.0,208.0,1404.0
274.0,0.0,2986.0,0.0,0.0,788.0,0.0,754.0,82.0,5997.0,208.0,1261.0
272.0,0.0,2991.0,0.0,0.0,819.0,0.0,768.0,0.0,5999.0,207.0,1106.0
271.0,0.0,3017.0,0.0,0.0,562.0,0.0,773.0,0.0,5999.0,207.0,987.0
271.0,0.0,3081.0,0.0,0.0,318.0,0.0,779.0,0.0,5999.0,207.0,908.0
274.0,0.0,2986.0,0.0,0.0,249.0,0.0,758.0,0.0,5999.0,204.0,965.0
271.0,0.0,2823.0,0.0,0.0,250.0,0.0,732.0,0.0,5998.0,208.0,1014.0
275.0,0.0,2789.0,0.0,0.0,250.0,0.0,649.0,0.0,5998.0,210.0,1090.0
273.0,0.0,2319.0,0.0,0.0,246.0,0.0,639.0,0.0,6000.0,207.0,1013.0
277.0,0.0,2222.0,0.0,0.0,245.0,0.0,665.0,0.0,6001.0,216.0,857.0
273.0,0.0,2404.0,0.0,0.0,245.0,0.0,688.0,0.0,6003.0,218.0,551.0
274.0,0.0,2431.0,0.0,0.0,245.0,0.0,752.0,0.0,6004.0,221.0,309.0
274.0,0.0,2435.0,0.0,0.0,246.0,0.0,752.0,0.0,6005.0,222.0,206.0
273.0,0.0,2434.0,0.0,0.0,245.0,0.0,758.0,3.0,6007.0,225.0,128.0
273.0,0.0,2392.0,0.0,0.0,245.0,0.0,790.0,243.0,6008.0,224.0,82.0
275.0,0.0,2186.0,0.0,0.0,243.0,0.0,771.0,1032.0,6007.0,223.0,17.0
278.0,0.0,2266.0,0.0,0.0,243.0,0.0,744.0,1926.0,6006.0,220.0,15.0
277.0,0.0,2066.0,0.0,0.0,243.0,0.0,726.0,2539.0,6004.0,228.0,16.0
276.0,0.0,1892.0,0.0,0.0,243.0,0.0,718.0,3047.0,6004.0,210.0,29.0
276.0,0.0,1754.0,0.0,0.0,244.0,0.0,705.0,3248.0,6004.0,217.0,40.0
279.0,0.0,1610.0,0.0,0.0,244.0,0.0,626.0,3251.0,6003.0,220.0,47.0
274.0,0.0,1633.0,0.0,0.0,244.0,0.0,572.0,2922.0,5998.0,223.0,86.0
278.0,0.0,1612.0,0.0,0.0,243.0,0.0,566.0,2357.0,5998.0,217.0,99.0
275.0,0.0,1747.0,0.0,0.0,62.0,0.0,584.0,1501.0,6000.0,216.0,99.0
277.0,0.0,1949.0,0.0,0.0,70.0,0.0,691.0,597.0,5999.0,217.0,162.0
274.0,0.0,2045.0,0.0,0.0,846.0,0.0,686.0,88.0,6000.0,216.0,211.0
276.0,0.0,2114.0,0.0,0.0,920.0,0.0,657.0,0.0,6002.0,218.0,371.0
277.0,0.0,1966.0,0.0,0.0,655.0,0.0,660.0,0.0,6000.0,219.0,435.0
277.0,0.0,1803.0,0.0,0.0,466.0,0.0,671.0,0.0,6001.0,221.0,309.0
280.0,0.0,1896.0,0.0,0.0,94.0,0.0,700.0,0.0,6000.0,220.0,241.0
276.0,0.0,1986.0,0.0,0.0,74.0,0.0,665.0,0.0,5999.0,220.0,337.0
280.0,0.0,1963.0,0.0,0.0,252.0,0.0,659.0,0.0,5999.0,218.0,409.0
281.0,0.0,1666.0,0.0,0.0,142.0,0.0,697.0,0.0,5997.0,219.0,517.0
284.0,0.0,1762.0,0.0,0.0,53.0,0.0,712.0,0.0,5995.0,216.0,534.0
279.0,0.0,1623.0,0.0,0.0,53.0,0.0,690.0,0.0,5994.0,218.0,852.0
278.0,0.0,1518.0,0.0,0.0,53.0,0.0,682.0,0.0,5992.0,221.0,979.0
277.0,0.0,1364.0,0.0,0.0,53.0,0.0,692.0,0.0,5995.0,220.0,1153.0
274.0,0.0,1355.0,0.0,0.0,53.0,0.0,716.0,0.0,5998.0,221.0,1283.0
275.0,0.0,1499.0,0.0,0.0,53.0,0.0,701.0,85.0,5998.0,218.0,1102.0
276.0,0.0,1506.0,0.0,0.0,50.0,0.0,765.0,353.0,6001.0,218.0,1276.0
276.0,0.0,1406.0,0.0,0.0,103.0,0.0,780.0,568.0,5998.0,218.0,1577.0
276.0,0.0,1490.0,0.0,0.0,226.0,0.0,783.0,735.0,6000.0,214.0,1788.0
278.0,0.0,1490.0,0.0,0.0,225.0,0.0,798.0,928.0,5999.0,219.0,1558.0
278.0,0.0,1451.0,0.0,0.0,225.0,0.0,794.0,1109.0,5998.0,216.0,1846.0
279.0,0.0,1543.0,0.0,0.0,226.0,0.0,777.0,1135.0,5996.0,206.0,1887.0
280.0,0.0,1358.0,0.0,0.0,226.0,0.0,743.0,1062.0,5994.0,212.0,1996.0
282.0,0.0,1351.0,0.0,0.0,226.0,0.0,732.0,828.0,5994.0,213.0,1922.0
279.0,0.0,1386.0,0.0,0.0,226.0,0.0,739.0,479.0,5992.0,217.0,1996.0
279.0,0.0,1404.0,0.0,0.0,225.0,0.0,708.0,245.0,5994.0,217.0,1977.0
272.0,0.0,1491.0,0.0,0.0,225.0,0.0,710.0,41.0,5993.0,218.0,1581.0
279.0,0.0,1506.0,0.0,0.0,217.0,0.0,740.0,0.0,5999.0,212.0,1255.0
282.0,0.0,1479.0,0.0,0.0,53.0,0.0,730.0,0.0,6002.0,224.0,1176.0
276.0,0.0,1476.0,0.0,0.0,55.0,0.0,628.0,0.0,6003.0,224.0,1124.0
272.0,0.0,1641.0,0.0,0.0,57.0,0.0,631.0,0.0,6001.0,223.0,981.0
275.0,0.0,1717.0,0.0,0.0,57.0,0.0,696.0,0.0,6001.0,225.0,702.0
277.0,0.0,1893.0,0.0,0.0,223.0,0.0,677.0,0.0,6000.0,234.0,486.0
279.0,0.0,1985.0,0.0,0.0,93.0,0.0,673.0,0.0,5999.0,236.0,409.0
276.0,0.0,2151.0,0.0,0.0,174.0,0.0,649.0,0.0,6002.0,238.0,357.0
280.0,0.0,2439.0,0.0,0.0,174.0,0.0,661.0,0.0,6005.0,233.0,358.0
277.0,0.0,2557.0,0.0,0.0,174.0,0.0,691.0,0.0,6005.0,233.0,263.0
280.0,0.0,3219.0,0.0,0.0,173.0,0.0,702.0,0.0,6001.0,238.0,211.0
277.0,0.0,3913.0,0.0,0.0,53.0,0.0,719.0,1.0,6000.0,238.0,148.0
273.0,0.0,4668.0,0.0,0.0,533.0,0.0,732.0,86.0,6000.0,235.0,156.0
271.0,0.0,4720.0,0.0,0.0,729.0,0.0,751.0,349.0,6001.0,239.0,87.0
274.0,0.0,4578.0,0.0,0.0,393.0,0.0,755.0,660.0,6001.0,226.0,63.0
282.0,0.0,4618.0,0.0,0.0,249.0,0.0,759.0,790.0,6001.0,229.0,47.0
279.0,0.0,4653.0,0.0,0.0,212.0,0.0,773.0,808.0,5998.0,231.0,51.0
273.0,0.0,4735.0,0.0,0.0,64.0,0.0,779.0,928.0,5998.0,231.0,45.0
275.0,0.0,4666.0,0.0,0.0,64.0,0.0,784.0,1051.0,5999.0,230.0,47.0
278.0,0.0,4525.0,0.0,0.0,64.0,0.0,759.0,1020.0,5998.0,237.0,44.0
276.0,0.0,4602.0,0.0,0.0,62.0,0.0,749.0,930.0,5997.0,236.0,49.0
281.0,0.0,4631.0,0.0,0.0,57.0,0.0,772.0,717.0,5995.0,229.0,56.0
282.0,0.0,4642.0,0.0,0.0,106.0,0.0,777.0,373.0,5995.0,237.0,55.0
281.0,0.0,4828.0,0.0,0.0,784.0,0.0,762.0,71.0,5996.0,230.0,28.0
279.0,0.0,4956.0,0.0,0.0,860.0,0.0,733.0,0.0,5996.0,232.0,38.0
