MTU,Area,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
2021-06-17 22:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,1391.5,0.0,4431.5,1151.5,,,22.0,0.0,0.0,100.0,,752.0
2021-06-17 23:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,446.75,0.0,4485.25,908.75,,,22.0,0.0,0.0,100.0,,709.0
2021-06-18 00:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,454.0,0.0,4325.25,741.5,,,22.0,0.0,0.0,100.0,,643.0
2021-06-18 01:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,416.5,0.0,4332.25,742.25,,,22.0,0.0,0.0,100.0,,615.0
2021-06-18 02:00:00,,143.0,,,0.0,0.0,0.0,,,0.0,56.75,0.0,4389.75,703.75,,,22.0,0.0,0.0,100.0,,720.0
2021-06-18 03:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,1.0,22.0,4397.0,697.0,,,22.0,0.0,0.0,100.0,,763.0
2021-06-18 04:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,49.5,9.25,4392.0,681.25,,,22.0,0.0,0.0,100.0,,679.0
2021-06-18 05:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,211.5,0.0,4505.0,693.0,,,22.0,0.0,17.0,100.0,,555.0
2021-06-18 06:00:00,,140.0,,,46.75,0.0,0.0,,,0.0,996.5,0.0,4485.0,1078.0,,,22.0,0.0,41.0,100.0,,532.0
2021-06-18 07:00:00,,140.0,,,86.75,0.0,0.0,,,0.0,1993.0,0.0,4468.25,1198.75,,,22.0,0.0,107.0,100.0,,304.0
2021-06-18 08:00:00,,140.0,,,67.25,0.0,0.0,,,0.0,2122.25,0.0,4501.75,1247.25,,,22.0,0.0,209.0,100.0,,244.0
2021-06-18 09:00:00,,140.0,,,92.0,0.0,0.0,,,0.0,1713.75,0.0,4621.5,1175.0,,,22.0,0.0,308.0,100.0,,478.0
2021-06-18 10:00:00,,140.0,,,94.0,0.0,0.0,,,0.0,678.5,0.0,4715.25,1204.75,,,22.0,0.0,393.0,100.0,,716.0
2021-06-18 11:00:00,,140.0,,,94.0,0.0,0.0,,,0.0,549.5,0.0,4694.0,989.5,,,22.0,0.0,447.0,100.0,,897.0
2021-06-18 12:00:00,,140.0,,,64.25,0.0,0.0,,,0.0,421.0,0.0,4709.75,817.0,,,22.0,0.0,468.0,100.0,,888.0
2021-06-18 13:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,240.5,0.0,4745.75,745.25,,,22.0,0.0,469.0,100.0,,749.0
2021-06-18 14:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,111.0,0.0,4790.25,730.0,,,22.0,0.0,453.0,100.0,,595.0
2021-06-18 15:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,342.5,0.0,4703.0,818.0,,,22.0,0.0,414.0,100.0,,503.0
2021-06-18 16:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,366.5,0.0,4681.0,864.0,,,22.0,0.0,356.0,100.0,,467.0
2021-06-18 17:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,714.5,0.0,4711.75,924.75,,,22.0,0.0,270.0,100.0,,527.0
2021-06-18 18:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,1563.0,0.0,4553.75,934.5,,,22.0,0.0,161.0,100.0,,633.0
2021-06-18 19:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,2099.5,0.0,4450.0,960.5,,,22.0,0.0,73.0,100.0,,719.0
2021-06-18 20:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,2076.5,0.0,4458.25,1060.75,,,22.0,0.0,25.0,100.0,,781.0
2021-06-18 21:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,1719.75,0.0,4471.5,1067.5,,,22.0,0.0,0.0,100.0,,777.0
2021-06-18 22:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,672.25,0.0,4538.5,1047.5,,,22.0,0.0,0.0,100.0,,682.0
2021-06-18 23:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,619.75,0.0,4509.5,883.5,,,22.0,0.0,0.0,100.0,,566.0
2021-06-19 00:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,611.25,0.0,4447.75,988.75,,,22.0,0.0,0.0,100.0,,412.0
2021-06-19 01:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,479.0,0.0,4473.25,756.25,,,22.0,0.0,0.0,100.0,,318.0
2021-06-19 02:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,284.5,0.0,4436.75,836.25,,,22.0,0.0,0.0,100.0,,245.0
2021-06-19 03:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,264.25,0.0,4420.25,795.25,,,22.0,0.0,0.0,100.0,,229.0
2021-06-19 04:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,299.5,0.0,4435.0,719.75,,,22.0,0.0,0.0,100.0,,300.0
2021-06-19 05:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,212.25,0.0,4430.0,690.5,,,22.0,0.0,17.0,100.0,,340.0
2021-06-19 06:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,555.0,0.0,4429.75,714.25,,,22.0,0.0,42.0,100.0,,281.0
2021-06-19 07:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,652.75,0.0,4457.25,793.0,,,22.0,0.0,114.0,100.0,,158.0
2021-06-19 08:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,654.5,0.0,4509.5,915.5,,,22.0,0.0,224.0,100.0,,127.0
2021-06-19 09:00:00,,144.0,,,0.0,0.0,0.0,,,0.0,659.75,0.0,4609.5,922.25,,,22.0,0.0,340.0,100.0,,87.0
2021-06-19 10:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,159.0,4778.75,848.75,,,22.0,0.0,434.0,100.0,,70.0
2021-06-19 11:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,402.0,4819.5,787.25,,,22.0,0.0,486.0,100.0,,51.0
2021-06-19 12:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,490.5,4831.75,808.0,,,22.0,0.0,488.0,100.0,,28.0
2021-06-19 13:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,512.0,4834.75,793.5,,,22.0,0.0,467.0,100.0,,13.0
2021-06-19 14:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,386.5,4818.0,850.25,,,22.0,0.0,426.0,100.0,,40.0
2021-06-19 15:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,311.5,4786.25,845.25,,,22.0,0.0,372.0,100.0,,48.0
2021-06-19 16:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,553.0,0.0,4660.0,835.0,,,22.0,0.0,310.0,100.0,,32.0
2021-06-19 17:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,648.0,0.0,4694.0,898.25,,,22.0,0.0,230.0,100.0,,50.0
2021-06-19 18:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,1093.0,0.0,4674.75,888.75,,,22.0,0.0,138.0,100.0,,45.0
2021-06-19 19:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,1476.0,0.0,4610.5,921.0,,,22.0,0.0,63.0,100.0,,40.0
2021-06-19 20:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,2129.25,0.0,4513.25,989.75,,,22.0,0.0,24.0,100.0,,125.0
2021-06-19 21:00:00,,139.0,,,0.0,0.0,0.0,,,0.0,1652.75,0.0,4543.0,980.25,,,22.0,0.0,0.0,100.0,,192.0
2021-06-19 22:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,990.0,0.0,4596.5,944.0,,,22.0,0.0,0.0,100.0,,208.0
2021-06-19 23:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,510.0,0.0,4584.5,816.5,,,22.0,0.0,0.0,100.0,,319.0
2021-06-20 00:00:00,,128.0,,,0.0,0.0,0.0,,,0.0,348.0,0.0,4552.25,722.0,,,22.0,0.0,0.0,100.0,,234.0
2021-06-20 01:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,7.0,26.5,4592.25,709.25,,,22.0,0.0,0.0,100.0,,188.0
2021-06-20 02:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,136.75,4562.0,691.0,,,22.0,0.0,0.0,100.0,,127.0
2021-06-20 03:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1177.0,4590.75,672.5,,,22.0,0.0,0.0,100.0,,264.0
2021-06-20 04:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1364.25,4544.75,687.25,,,22.0,0.0,0.0,100.0,,372.0
2021-06-20 05:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1542.75,4526.5,620.75,,,22.0,0.0,17.0,100.0,,376.0
2021-06-20 06:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1598.5,4548.0,635.0,,,22.0,0.0,42.0,100.0,,337.0
2021-06-20 07:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1360.25,4616.75,712.0,,,22.0,0.0,111.0,100.0,,294.0
2021-06-20 08:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1250.75,4662.25,754.0,,,22.0,0.0,220.0,100.0,,268.0
2021-06-20 09:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1222.75,4719.0,730.75,,,22.0,0.0,337.0,100.0,,391.0
2021-06-20 10:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1389.5,4634.0,721.0,,,22.0,0.0,436.0,100.0,,500.0
2021-06-20 11:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1406.0,4583.75,749.0,,,22.0,0.0,501.0,100.0,,550.0
2021-06-20 12:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1410.0,4568.25,738.75,,,22.0,0.0,528.0,100.0,,460.0
2021-06-20 13:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1250.0,4596.25,758.5,,,22.0,0.0,518.0,100.0,,396.0
2021-06-20 14:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1230.5,4596.0,768.75,,,22.0,0.0,456.0,100.0,,327.0
2021-06-20 15:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,1278.5,4597.25,750.0,,,22.0,0.0,368.0,100.0,,275.0
2021-06-20 16:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,880.25,4559.75,836.5,,,22.0,0.0,292.0,100.0,,241.0
2021-06-20 17:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,56.5,4635.0,863.75,,,22.0,0.0,215.0,100.0,,252.0
2021-06-20 18:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,802.75,0.0,4560.5,884.25,,,22.0,0.0,128.0,100.0,,316.0
2021-06-20 19:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,1405.0,0.0,4477.5,1012.5,,,22.0,0.0,60.0,100.0,,344.0
2021-06-20 20:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,1414.0,0.0,4468.0,1066.5,,,22.0,0.0,22.0,100.0,,487.0
2021-06-20 21:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,1362.75,0.0,4447.25,1061.25,,,22.0,0.0,0.0,100.0,,601.0
2021-06-20 22:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,1103.0,0.0,4440.75,1044.25,,,22.0,0.0,0.0,100.0,,514.0
2021-06-20 23:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,886.5,0.0,4444.75,903.75,,,22.0,0.0,0.0,100.0,,343.0
2021-06-21 00:00:00,,138.0,,,0.0,0.0,0.0,,,0.0,520.0,0.0,4456.0,825.0,,,22.0,0.0,0.0,100.0,,433.0
2021-06-21 01:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,258.75,0.0,4436.25,734.75,,,22.0,0.0,0.0,100.0,,665.0
2021-06-21 02:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,566.5,4480.5,669.75,,,22.0,0.0,0.0,100.0,,775.0
2021-06-21 03:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,986.0,4406.0,626.75,,,22.0,0.0,0.0,100.0,,848.0
2021-06-21 04:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,808.25,4364.25,742.5,,,22.0,0.0,0.0,100.0,,783.0
2021-06-21 05:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,432.5,0.0,4271.0,703.25,,,22.0,0.0,16.0,100.0,,753.0
2021-06-21 06:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,771.5,0.0,4310.5,827.25,,,22.0,0.0,40.0,100.0,,676.0
2021-06-21 07:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,926.75,0.0,4458.5,911.75,,,22.0,0.0,103.0,100.0,,486.0
2021-06-21 08:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,1847.5,0.0,4417.75,1069.5,,,22.0,0.0,204.0,100.0,,264.0
2021-06-21 09:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,1094.0,0.0,4578.5,1134.0,,,22.0,0.0,303.0,100.0,,133.0
2021-06-21 10:00:00,,138.0,,,0.0,0.0,0.0,,,0.0,984.5,0.0,4663.25,1072.75,,,22.0,0.0,383.0,100.0,,113.0
2021-06-21 11:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,824.0,0.0,4586.0,1271.25,,,22.0,0.0,438.0,100.0,,97.0
2021-06-21 12:00:00,,140.0,,,3.5,0.0,0.0,,,0.0,739.0,0.0,4542.5,1181.75,,,22.0,0.0,459.0,100.0,,90.0
2021-06-21 13:00:00,,140.0,,,28.75,0.0,0.0,,,0.0,723.75,0.0,4471.0,1156.75,,,22.0,0.0,450.0,100.0,,62.0
2021-06-21 14:00:00,,136.0,,,41.25,0.0,0.0,,,0.0,928.75,0.0,4488.0,1025.75,,,22.0,0.0,402.0,100.0,,58.0
2021-06-21 15:00:00,,136.0,,,40.25,0.0,0.0,,,0.0,753.25,0.0,4588.75,1037.25,,,22.0,0.0,346.0,100.0,,71.0
2021-06-21 16:00:00,,136.0,,,130.75,0.0,0.0,,,0.0,526.75,0.0,4588.25,913.5,,,22.0,0.0,298.0,100.0,,81.0
2021-06-21 17:00:00,,136.0,,,355.5,0.0,0.0,,,0.0,554.5,0.0,4545.0,923.5,,,22.0,0.0,237.0,100.0,,26.0
2021-06-21 18:00:00,,136.0,,,434.0,0.0,0.0,,,0.0,1104.75,0.0,4472.5,956.0,,,22.0,0.0,146.0,100.0,,17.0
2021-06-21 19:00:00,,136.0,,,416.5,0.0,0.0,,,0.0,2139.75,0.0,4376.75,991.5,,,22.0,0.0,66.0,100.0,,231.0
2021-06-21 20:00:00,,136.0,,,411.25,0.0,0.0,,,0.0,2129.75,0.0,4320.75,839.5,,,22.0,0.0,24.0,100.0,,892.0
2021-06-21 21:00:00,,139.0,,,415.25,0.0,0.0,,,0.0,939.5,0.0,4352.5,705.25,,,22.0,0.0,0.0,100.0,,1218.0
2021-06-21 22:00:00,,140.0,,,419.25,0.0,0.0,,,0.0,717.5,0.0,4364.0,748.75,,,22.0,0.0,0.0,100.0,,882.0
2021-06-21 23:00:00,,140.0,,,421.5,0.0,0.0,,,0.0,479.75,0.0,4311.5,698.0,,,22.0,0.0,0.0,100.0,,1017.0
2021-06-22 00:00:00,,136.0,,,430.75,0.0,0.0,,,0.0,275.75,0.0,4339.75,674.25,,,22.0,0.0,0.0,100.0,,420.0
2021-06-22 01:00:00,,136.0,,,192.75,0.0,0.0,,,0.0,389.5,0.0,4352.0,732.0,,,22.0,0.0,0.0,100.0,,590.0
2021-06-22 02:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,0.0,197.5,4509.25,627.0,,,22.0,0.0,0.0,100.0,,617.0
2021-06-22 03:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,52.5,0.0,4525.5,693.5,,,22.0,0.0,0.0,100.0,,277.0
2021-06-22 04:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,103.5,0.0,4588.75,755.0,,,22.0,0.0,0.0,100.0,,92.0
2021-06-22 05:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,345.25,0.0,4573.25,665.25,,,22.0,0.0,16.0,100.0,,427.0
2021-06-22 06:00:00,,136.0,,,0.0,0.0,0.0,,,0.0,487.5,0.0,4535.25,698.0,,,22.0,0.0,38.0,100.0,,899.0
2021-06-22 07:00:00,,136.0,,,64.5,0.0,0.0,,,0.0,1298.75,0.0,4590.5,757.0,,,22.0,0.0,100.0,100.0,,700.0
2021-06-22 08:00:00,,136.0,,,110.25,0.0,0.0,,,0.0,1513.25,0.0,4613.0,968.25,,,22.0,0.0,201.0,100.0,,540.0
2021-06-22 09:00:00,,136.0,,,176.0,0.0,0.0,,,0.0,1468.25,0.0,4712.0,968.0,,,22.0,0.0,300.0,100.0,,400.0
2021-06-22 10:00:00,,136.0,,,231.25,0.0,0.0,,,0.0,865.0,0.0,4835.0,994.0,,,22.0,0.0,385.0,100.0,,375.0
2021-06-22 11:00:00,,136.0,,,136.25,0.0,0.0,,,0.0,841.75,0.0,4924.5,937.5,,,22.0,0.0,439.0,100.0,,242.0
2021-06-22 12:00:00,,136.0,,,158.25,0.0,0.0,,,0.0,748.75,0.0,4888.0,877.25,,,22.0,0.0,468.0,100.0,,87.0
2021-06-22 13:00:00,,136.0,,,333.75,0.0,0.0,,,0.0,656.0,0.0,4822.5,864.0,,,22.0,0.0,474.0,100.0,,30.0
2021-06-22 14:00:00,,134.0,,,332.0,0.0,0.0,,,0.0,676.5,0.0,4790.5,866.0,,,22.0,0.0,455.0,100.0,,17.0
2021-06-22 15:00:00,,132.0,,,160.75,0.0,0.0,,,0.0,665.25,0.0,4825.25,845.75,,,22.0,0.0,414.0,100.0,,10.0
2021-06-22 16:00:00,,132.0,,,135.25,0.0,0.0,,,0.0,613.5,0.0,4848.75,925.75,,,22.0,0.0,355.0,100.0,,10.0
2021-06-22 17:00:00,,132.0,,,144.0,0.0,0.0,,,0.0,736.25,0.0,4816.5,955.5,,,22.0,0.0,267.0,100.0,,10.0
2021-06-22 18:00:00,,132.0,,,255.0,0.0,0.0,,,0.0,2133.0,0.0,4618.25,1262.25,,,22.0,0.0,159.0,100.0,,4.0
2021-06-22 19:00:00,,132.0,,,323.0,0.0,0.0,,,0.0,2331.25,0.0,4574.75,1217.25,,,22.0,0.0,69.0,100.0,,112.0
2021-06-22 20:00:00,,132.0,,,250.25,0.0,0.0,,,0.0,2215.25,0.0,4566.25,1182.5,,,22.0,0.0,24.0,100.0,,256.0
2021-06-22 21:00:00,,132.0,,,242.0,0.0,0.0,,,0.0,2080.25,0.0,4501.5,1190.75,,,22.0,0.0,0.0,100.0,,436.0
2021-06-22 22:00:00,,132.0,,,80.75,0.0,0.0,,,0.0,927.0,0.0,4569.0,984.5,,,22.0,0.0,0.0,100.0,,489.0
2021-06-22 23:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,528.25,0.0,4607.5,950.5,,,22.0,0.0,0.0,100.0,,498.0
2021-06-23 00:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,513.75,0.0,4619.75,828.5,,,22.0,0.0,0.0,100.0,,487.0
2021-06-23 01:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,40.25,4.75,4582.0,908.75,,,22.0,0.0,0.0,100.0,,612.0
2021-06-23 02:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,0.0,206.25,4534.0,722.25,,,22.0,0.0,0.0,100.0,,1173.0
2021-06-23 03:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,0.0,221.25,4477.25,582.75,,,22.0,0.0,0.0,100.0,,1351.0
2021-06-23 04:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,0.0,189.0,4462.5,646.75,,,22.0,0.0,0.0,100.0,,1261.0
2021-06-23 05:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,399.5,0.0,4442.5,781.0,,,22.0,0.0,16.0,100.0,,1014.0
2021-06-23 06:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,1177.0,0.0,4521.5,1024.5,,,22.0,0.0,37.0,100.0,,736.0
2021-06-23 07:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,2372.0,0.0,4571.25,1104.75,,,22.0,0.0,97.0,100.0,,560.0
2021-06-23 08:00:00,,132.0,,,0.0,0.0,0.0,,,0.0,1964.5,0.0,4721.75,1179.25,,,22.0,0.0,190.0,100.0,,507.0
2021-06-23 09:00:00,,133.0,,,1.5,0.0,0.0,,,0.0,1721.25,0.0,4739.25,1164.5,,,22.0,0.0,285.0,100.0,,535.0
2021-06-23 10:00:00,,136.0,,,139.75,0.0,0.0,,,0.0,1395.75,0.0,4695.5,1099.25,,,22.0,0.0,367.0,100.0,,728.0
2021-06-23 11:00:00,,136.0,,,130.25,0.0,0.0,,,0.0,1313.25,0.0,4587.25,932.0,,,22.0,0.0,427.0,100.0,,889.0
2021-06-23 12:00:00,,136.0,,,147.5,0.0,0.0,,,0.0,1359.0,0.0,4566.75,828.5,,,22.0,0.0,461.0,100.0,,843.0
2021-06-23 13:00:00,,134.0,,,262.0,0.0,0.0,,,0.0,671.25,0.0,4639.25,858.5,,,22.0,0.0,473.0,100.0,,592.0
2021-06-23 14:00:00,,132.0,,,278.75,0.0,0.0,,,0.0,810.5,0.0,4660.75,909.25,,,22.0,0.0,457.0,100.0,,414.0
2021-06-23 15:00:00,,132.0,,,441.0,0.0,0.0,,,0.0,887.0,0.0,4581.25,993.0,,,22.0,0.0,413.0,100.0,,256.0
2021-06-23 16:00:00,,132.0,,,431.75,0.0,0.0,,,0.0,920.0,0.0,4494.0,1098.75,,,22.0,0.0,348.0,100.0,,136.0
2021-06-23 17:00:00,,132.0,,,296.5,0.0,0.0,,,0.0,1267.25,0.0,4530.25,1148.0,,,22.0,0.0,250.0,100.0,,111.0
2021-06-23 18:00:00,,132.0,,,569.0,0.0,0.0,,,0.0,2019.75,0.0,4538.25,1145.5,,,22.0,0.0,146.0,100.0,,127.0
2021-06-23 19:00:00,,132.0,,,716.0,0.0,0.0,,,0.0,2113.5,0.0,4550.5,1070.75,,,22.0,0.0,67.0,100.0,,227.0
2021-06-23 20:00:00,,132.0,,,607.25,0.0,0.0,,,0.0,2135.75,0.0,4550.75,1024.75,,,22.0,0.0,23.0,100.0,,266.0
2021-06-23 21:00:00,,132.0,,,604.0,0.0,0.0,,,0.0,1884.5,0.0,4529.75,1010.0,,,22.0,0.0,0.0,100.0,,278.0
2021-06-23 22:00:00,,132.0,,,497.5,0.0,0.0,,,0.0,1603.0,0.0,4525.25,1004.0,,,22.0,0.0,0.0,100.0,,321.0
2021-06-23 23:00:00,,132.0,,,310.75,0.0,0.0,,,0.0,627.5,0.0,4654.5,991.75,,,22.0,0.0,0.0,100.0,,341.0
2021-06-24 00:00:00,,140.0,,,41.25,0.0,0.0,,,0.0,424.0,0.0,4629.5,996.75,,,22.0,0.0,0.0,100.0,,246.0
2021-06-24 01:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,681.25,4696.0,697.75,,,22.0,0.0,0.0,100.0,,126.0
2021-06-24 02:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,1012.0,4694.5,763.25,,,22.0,0.0,0.0,100.0,,113.0
2021-06-24 03:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,1097.25,4684.0,720.25,,,22.0,0.0,0.0,100.0,,64.0
2021-06-24 04:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,0.0,1024.75,4676.75,736.25,,,22.0,0.0,0.0,100.0,,70.0
2021-06-24 05:00:00,,140.0,,,75.75,0.0,0.0,,,0.0,0.0,417.0,4635.25,784.25,,,22.0,0.0,16.0,100.0,,38.0
2021-06-24 06:00:00,,140.0,,,377.25,0.0,0.0,,,0.0,919.5,0.0,4630.75,1054.25,,,22.0,0.0,38.0,100.0,,77.0
2021-06-24 07:00:00,,140.0,,,655.75,0.0,0.0,,,0.0,1510.25,0.0,4648.25,1030.75,,,22.0,0.0,99.0,100.0,,224.0
2021-06-24 08:00:00,,140.0,,,660.75,0.0,0.0,,,0.0,1667.75,0.0,4704.5,1004.5,,,22.0,0.0,194.0,100.0,,310.0
2021-06-24 09:00:00,,140.0,,,681.25,0.0,0.0,,,0.0,1591.0,0.0,4778.5,1053.5,,,22.0,0.0,289.0,100.0,,259.0
2021-06-24 10:00:00,,140.0,,,825.25,0.0,0.0,,,0.0,1582.75,0.0,4783.75,1034.5,,,22.0,0.0,374.0,100.0,,147.0
2021-06-24 11:00:00,,140.0,,,746.0,0.0,0.0,,,0.0,1284.5,0.0,4776.75,1166.75,,,22.0,0.0,434.0,100.0,,77.0
2021-06-24 12:00:00,,140.0,,,755.0,0.0,0.0,,,0.0,437.5,0.0,4811.0,1110.0,,,22.0,0.0,462.0,100.0,,17.0
2021-06-24 13:00:00,,140.0,,,759.0,0.0,0.0,,,0.0,403.75,0.0,4770.25,1069.75,,,22.0,0.0,455.0,100.0,,5.0
2021-06-24 14:00:00,,139.0,,,758.75,0.0,0.0,,,0.0,257.25,0.0,4796.25,1123.25,,,22.0,0.0,418.0,100.0,,15.0
2021-06-24 15:00:00,,136.0,,,744.25,0.0,0.0,,,0.0,428.5,0.0,4746.5,1046.5,,,22.0,0.0,367.0,100.0,,58.0
2021-06-24 16:00:00,,136.0,,,758.0,0.0,0.0,,,0.0,564.0,0.0,4666.5,1122.75,,,22.0,0.0,310.0,100.0,,89.0
2021-06-24 17:00:00,,137.0,,,996.25,0.0,0.0,,,0.0,1023.5,0.0,4607.25,1097.25,,,22.0,0.0,241.0,100.0,,279.0
2021-06-24 18:00:00,,140.0,,,1149.25,0.0,0.0,,,0.0,1368.5,0.0,4603.0,1120.0,,,22.0,0.0,145.0,100.0,,639.0
2021-06-24 19:00:00,,140.0,,,1132.5,0.0,0.0,,,0.0,1405.25,0.0,4550.0,957.0,,,22.0,0.0,63.0,100.0,,1108.0
2021-06-24 20:00:00,,140.0,,,1024.5,0.0,0.0,,,0.0,1527.25,0.0,4493.5,842.5,,,22.0,0.0,23.0,100.0,,1125.0
2021-06-24 21:00:00,,140.0,,,989.25,0.0,0.0,,,0.0,1720.75,0.0,4446.5,1148.5,,,22.0,0.0,0.0,100.0,,888.0
2021-06-24 22:00:00,,140.0,,,491.25,0.0,0.0,,,0.0,1606.0,0.0,4391.0,1033.25,,,22.0,0.0,0.0,100.0,,1010.0
2021-06-24 23:00:00,,140.0,,,144.0,0.0,0.0,,,0.0,1109.5,0.0,4466.5,1236.5,,,22.0,0.0,0.0,100.0,,794.0
2021-06-25 00:00:00,,140.0,,,0.0,0.0,0.0,,,0.0,523.5,0.0,4517.75,957.75,,,22.0,0.0,0.0,100.0,,1459.0
