MTU,Area,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
2021-01-01 00:00:00,,181.0,,,1764.25,0.0,0.0,,,0.0,177.25,0.0,1783.0,242.0,,,22.0,0.0,0.0,100.0,,146.0
2021-01-01 01:00:00,,180.0,,,1665.75,0.0,0.0,,,0.0,100.5,0.0,1726.75,192.25,,,22.0,0.0,0.0,100.0,,117.0
2021-01-01 02:00:00,,180.0,,,1638.5,0.0,0.0,,,0.0,86.0,0.0,1685.0,124.0,,,22.0,0.0,0.0,100.0,,73.0
2021-01-01 03:00:00,,180.0,,,1498.5,0.0,0.0,,,0.0,17.0,0.0,1700.5,100.0,,,22.0,0.0,0.0,100.0,,82.0
2021-01-01 04:00:00,,180.0,,,1453.25,0.0,0.0,,,0.0,0.0,287.0,1709.0,88.0,,,22.0,0.0,0.0,100.0,,75.0
2021-01-01 05:00:00,,180.0,,,1544.5,0.0,0.0,,,0.0,0.0,271.75,1675.75,111.0,,,22.0,0.0,0.0,100.0,,65.0
2021-01-01 06:00:00,,180.0,,,1605.0,0.0,0.0,,,0.0,0.0,385.75,1681.25,157.0,,,22.0,0.0,0.0,100.0,,50.0
2021-01-01 07:00:00,,180.0,,,1773.0,0.0,0.0,,,0.0,1.25,30.75,1748.0,151.5,,,22.0,0.0,1.0,100.0,,31.0
2021-01-01 08:00:00,,180.0,,,1852.5,0.0,0.0,,,0.0,126.0,0.0,1816.75,118.75,,,22.0,0.0,6.0,100.0,,27.0
2021-01-01 09:00:00,,180.0,,,1922.75,0.0,0.0,,,0.0,182.0,0.0,1790.0,168.75,,,22.0,0.0,34.0,100.0,,17.0
2021-01-01 10:00:00,,180.0,,,1938.0,0.0,0.0,,,0.0,170.75,0.0,1843.75,169.75,,,22.0,0.0,82.0,100.0,,13.0
2021-01-01 11:00:00,,180.0,,,1968.75,0.0,0.0,,,0.0,222.0,0.0,1857.25,185.5,,,22.0,0.0,120.0,100.0,,23.0
2021-01-01 12:00:00,,181.0,,,2026.25,0.0,0.0,,,0.0,178.0,0.0,1932.0,166.25,,,22.0,0.0,135.0,100.0,,5.0
2021-01-01 13:00:00,,184.0,,,1968.0,0.0,0.0,,,0.0,167.0,0.0,1967.25,137.0,,,22.0,0.0,125.0,100.0,,25.0
2021-01-01 14:00:00,,184.0,,,1936.25,0.0,0.0,,,0.0,134.0,0.0,1961.5,129.25,,,22.0,0.0,88.0,100.0,,36.0
2021-01-01 15:00:00,,184.0,,,1942.25,0.0,0.0,,,0.0,151.5,0.0,1962.75,151.75,,,22.0,0.0,36.0,100.0,,63.0
2021-01-01 16:00:00,,184.0,,,1970.5,0.0,0.0,,,0.0,288.5,0.0,2032.0,236.25,,,22.0,0.0,6.0,100.0,,48.0
2021-01-01 17:00:00,,184.0,,,1925.5,0.0,0.0,,,0.0,1158.25,0.0,2235.5,372.75,,,22.0,0.0,0.0,100.0,,50.0
2021-01-01 18:00:00,,184.0,,,1934.75,0.0,0.0,,,0.0,1218.25,0.0,2278.75,410.75,,,22.0,0.0,0.0,100.0,,53.0
2021-01-01 19:00:00,,184.0,,,1977.5,0.0,0.0,,,0.0,1116.25,0.0,2268.0,326.25,,,22.0,0.0,0.0,100.0,,65.0
2021-01-01 20:00:00,,184.0,,,2021.5,0.0,0.0,,,0.0,618.25,0.0,2145.5,293.25,,,22.0,0.0,0.0,100.0,,38.0
2021-01-01 21:00:00,,184.0,,,2062.5,0.0,0.0,,,0.0,166.25,0.0,2107.25,179.5,,,22.0,0.0,0.0,100.0,,24.0
2021-01-01 22:00:00,,184.0,,,2071.75,0.0,0.0,,,0.0,71.5,0.0,1958.25,76.0,,,22.0,0.0,0.0,100.0,,9.0
2021-01-01 23:00:00,,184.0,,,2106.25,0.0,0.0,,,0.0,81.75,0.0,1801.75,78.25,,,22.0,0.0,0.0,100.0,,7.0
2021-01-02 00:00:00,,180.0,,,2074.25,0.0,0.0,,,0.0,98.25,0.0,1692.5,83.25,,,22.0,0.0,0.0,100.0,,19.0
2021-01-02 01:00:00,,180.0,,,1909.0,0.0,0.0,,,0.0,78.25,0.0,1652.25,90.5,,,22.0,0.0,0.0,100.0,,63.0
2021-01-02 02:00:00,,180.0,,,1904.0,0.0,0.0,,,0.0,0.0,553.75,1647.0,45.0,,,22.0,0.0,0.0,100.0,,100.0
2021-01-02 03:00:00,,180.0,,,1811.0,0.0,0.0,,,0.0,0.0,1255.25,1617.75,47.75,,,22.0,0.0,0.0,100.0,,199.0
2021-01-02 04:00:00,,180.0,,,1723.75,0.0,0.0,,,0.0,0.0,1447.0,1600.75,37.25,,,22.0,0.0,0.0,100.0,,410.0
2021-01-02 05:00:00,,180.0,,,1841.0,0.0,0.0,,,0.0,0.0,1378.75,1581.5,33.75,,,22.0,0.0,0.0,100.0,,526.0
2021-01-02 06:00:00,,180.0,,,1832.0,0.0,0.0,,,0.0,0.0,151.75,1588.0,74.75,,,22.0,0.0,0.0,100.0,,685.0
2021-01-02 07:00:00,,180.0,,,1976.75,0.0,0.0,,,0.0,107.5,0.0,1687.5,107.25,,,22.0,0.0,0.0,100.0,,646.0
2021-01-02 08:00:00,,180.0,,,2000.25,0.0,0.0,,,0.0,147.75,0.0,1788.0,209.25,,,22.0,0.0,10.0,100.0,,651.0
2021-01-02 09:00:00,,180.0,,,2009.75,0.0,0.0,,,0.0,169.5,0.0,1832.25,186.5,,,22.0,0.0,42.0,100.0,,733.0
2021-01-02 10:00:00,,180.0,,,2038.75,0.0,0.0,,,0.0,233.75,0.0,1834.0,191.25,,,22.0,0.0,84.0,100.0,,719.0
2021-01-02 11:00:00,,180.0,,,2049.75,0.0,0.0,,,0.0,256.75,0.0,1885.75,211.0,,,22.0,0.0,112.0,100.0,,813.0
2021-01-02 12:00:00,,181.0,,,2031.25,0.0,0.0,,,0.0,293.25,0.0,1946.0,234.0,,,22.0,0.0,125.0,100.0,,727.0
2021-01-02 13:00:00,,184.0,,,2013.5,0.0,0.0,,,0.0,277.0,0.0,1933.0,302.75,,,22.0,0.0,113.0,100.0,,670.0
2021-01-02 14:00:00,,184.0,,,2022.25,0.0,0.0,,,0.0,232.25,0.0,1916.75,213.25,,,22.0,0.0,81.0,100.0,,746.0
2021-01-02 15:00:00,,184.0,,,2011.5,0.0,0.0,,,0.0,181.0,0.0,1996.0,227.75,,,22.0,0.0,34.0,100.0,,885.0
2021-01-02 16:00:00,,184.0,,,2034.75,0.0,0.0,,,0.0,432.0,0.0,2058.0,387.25,,,22.0,0.0,6.0,100.0,,1089.0
2021-01-02 17:00:00,,184.0,,,1997.5,0.0,0.0,,,0.0,1268.5,0.0,2067.0,456.0,,,22.0,0.0,0.0,100.0,,1293.0
2021-01-02 18:00:00,,184.0,,,1993.0,0.0,0.0,,,0.0,1373.5,0.0,2053.25,527.5,,,22.0,0.0,0.0,100.0,,1368.0
2021-01-02 19:00:00,,184.0,,,2003.5,0.0,0.0,,,0.0,1303.0,0.0,2054.0,476.0,,,22.0,0.0,0.0,100.0,,1211.0
2021-01-02 20:00:00,,184.0,,,2028.5,0.0,0.0,,,0.0,318.25,0.0,1993.0,337.75,,,22.0,0.0,0.0,100.0,,1019.0
2021-01-02 21:00:00,,184.0,,,2014.5,0.0,0.0,,,0.0,124.0,0.0,1806.0,316.75,,,22.0,0.0,0.0,100.0,,985.0
2021-01-02 22:00:00,,184.0,,,2023.5,0.0,0.0,,,0.0,164.25,0.0,1701.25,277.5,,,22.0,0.0,0.0,100.0,,1191.0
2021-01-02 23:00:00,,184.0,,,1960.75,0.0,0.0,,,0.0,88.0,0.0,1575.5,123.75,,,22.0,0.0,0.0,100.0,,1490.0
2021-01-03 00:00:00,,180.0,,,1747.5,0.0,0.0,,,0.0,566.25,0.0,1479.0,212.5,,,22.0,0.0,0.0,100.0,,1764.0
2021-01-03 01:00:00,,180.0,,,1399.5,0.0,0.0,,,0.0,340.75,0.0,1459.25,150.0,,,22.0,0.0,0.0,100.0,,1765.0
2021-01-03 02:00:00,,180.0,,,1247.5,0.0,0.0,,,0.0,0.0,360.5,1457.0,85.75,,,22.0,0.0,0.0,100.0,,1617.0
2021-01-03 03:00:00,,180.0,,,1252.75,0.0,0.0,,,0.0,0.0,1274.25,1464.25,65.5,,,22.0,0.0,0.0,100.0,,1395.0
2021-01-03 04:00:00,,180.0,,,1236.75,0.0,0.0,,,0.0,0.0,1327.0,1469.25,60.25,,,22.0,0.0,0.0,100.0,,1193.0
2021-01-03 05:00:00,,180.0,,,1590.5,0.0,0.0,,,0.0,0.0,1034.75,1481.0,34.0,,,22.0,0.0,0.0,100.0,,1131.0
2021-01-03 06:00:00,,180.0,,,1572.5,0.0,0.0,,,0.0,0.0,769.25,1473.25,50.75,,,22.0,0.0,0.0,100.0,,1247.0
2021-01-03 07:00:00,,180.0,,,1558.75,0.0,0.0,,,0.0,0.0,943.75,1520.0,32.5,,,22.0,0.0,0.0,100.0,,1321.0
2021-01-03 08:00:00,,180.0,,,1832.75,0.0,0.0,,,0.0,0.0,594.25,1518.75,71.75,,,22.0,0.0,3.0,100.0,,1298.0
2021-01-03 09:00:00,,180.0,,,2050.0,0.0,0.0,,,0.0,0.0,294.0,1644.25,142.0,,,22.0,0.0,20.0,100.0,,1210.0
2021-01-03 10:00:00,,180.0,,,2287.0,0.0,0.0,,,0.0,0.0,79.25,1759.75,131.25,,,22.0,0.0,48.0,100.0,,1081.0
2021-01-03 11:00:00,,180.0,,,2332.25,0.0,0.0,,,0.0,0.0,10.75,1819.5,287.25,,,22.0,0.0,80.0,100.0,,1111.0
2021-01-03 12:00:00,,181.0,,,2332.25,0.0,0.0,,,0.0,0.0,5.0,1815.75,204.25,,,22.0,0.0,98.0,100.0,,1055.0
2021-01-03 13:00:00,,184.0,,,1923.5,0.0,0.0,,,0.0,0.0,9.0,1800.75,126.75,,,22.0,0.0,90.0,100.0,,1115.0
2021-01-03 14:00:00,,184.0,,,1857.5,0.0,0.0,,,0.0,0.0,259.75,1790.0,110.0,,,22.0,0.0,62.0,100.0,,970.0
2021-01-03 15:00:00,,184.0,,,1806.75,0.0,0.0,,,0.0,0.0,241.75,1846.75,154.0,,,22.0,0.0,25.0,100.0,,897.0
2021-01-03 16:00:00,,184.0,,,1920.0,0.0,0.0,,,0.0,0.0,398.25,1936.0,194.0,,,22.0,0.0,5.0,100.0,,898.0
2021-01-03 17:00:00,,184.0,,,1952.0,0.0,0.0,,,0.0,168.0,0.0,1989.0,482.75,,,22.0,0.0,0.0,100.0,,708.0
2021-01-03 18:00:00,,184.0,,,2003.25,0.0,0.0,,,0.0,187.25,0.0,2114.25,368.25,,,22.0,0.0,0.0,100.0,,472.0
2021-01-03 19:00:00,,184.0,,,2013.0,0.0,0.0,,,0.0,180.75,0.0,2136.5,303.5,,,22.0,0.0,0.0,100.0,,288.0
2021-01-03 20:00:00,,184.0,,,1978.0,0.0,0.0,,,0.0,298.5,0.0,1993.75,345.25,,,22.0,0.0,0.0,100.0,,215.0
2021-01-03 21:00:00,,184.0,,,1863.0,0.0,0.0,,,0.0,263.75,0.0,1781.75,265.0,,,22.0,0.0,0.0,100.0,,124.0
2021-01-03 22:00:00,,184.0,,,1887.0,0.0,0.0,,,0.0,4.0,37.25,1651.0,244.5,,,22.0,0.0,0.0,100.0,,114.0
2021-01-03 23:00:00,,184.0,,,1719.0,0.0,0.0,,,0.0,0.0,203.25,1590.0,158.5,,,22.0,0.0,0.0,100.0,,199.0
2021-01-04 00:00:00,,180.0,,,1398.0,0.0,0.0,,,0.0,0.0,1223.5,1581.0,180.5,,,22.0,0.0,0.0,100.0,,183.0
2021-01-04 01:00:00,,180.0,,,1365.0,0.0,0.0,,,0.0,0.0,1513.25,1541.5,85.0,,,22.0,0.0,0.0,100.0,,156.0
2021-01-04 02:00:00,,180.0,,,1339.75,0.0,0.0,,,0.0,0.0,1636.75,1552.75,113.25,,,22.0,0.0,0.0,100.0,,68.0
2021-01-04 03:00:00,,180.0,,,1286.25,0.0,0.0,,,0.0,0.0,1608.5,1547.5,97.25,,,22.0,0.0,0.0,100.0,,70.0
2021-01-04 04:00:00,,180.0,,,1325.75,0.0,0.0,,,0.0,0.0,1643.0,1545.25,120.5,,,22.0,0.0,0.0,100.0,,101.0
2021-01-04 05:00:00,,180.0,,,1366.0,0.0,0.0,,,0.0,0.0,1511.75,1552.0,123.0,,,22.0,0.0,0.0,100.0,,84.0
2021-01-04 06:00:00,,180.0,,,1888.25,0.0,0.0,,,0.0,114.25,56.75,1628.25,171.5,,,22.0,0.0,0.0,100.0,,83.0
2021-01-04 07:00:00,,180.0,,,1947.25,0.0,0.0,,,0.0,1145.5,0.0,1683.0,371.5,,,22.0,0.0,0.0,100.0,,100.0
2021-01-04 08:00:00,,180.0,,,1956.0,0.0,0.0,,,0.0,1718.5,0.0,1816.0,662.0,,,22.0,0.0,4.0,100.0,,99.0
2021-01-04 09:00:00,,180.0,,,1915.0,0.0,0.0,,,0.0,2592.75,0.0,1934.0,997.0,,,22.0,0.0,21.0,100.0,,70.0
2021-01-04 10:00:00,,180.0,,,1939.75,0.0,0.0,,,0.0,2114.0,0.0,1973.0,1000.75,,,22.0,0.0,43.0,100.0,,14.0
2021-01-04 11:00:00,,180.0,,,1935.0,0.0,0.0,,,0.0,2737.0,0.0,1913.5,987.25,,,22.0,0.0,65.0,100.0,,21.0
2021-01-04 12:00:00,,181.0,,,1971.0,0.0,0.0,,,0.0,2281.25,0.0,1902.0,980.5,,,22.0,0.0,70.0,100.0,,30.0
2021-01-04 13:00:00,,184.0,,,1958.5,0.0,0.0,,,0.0,2546.0,0.0,1879.5,959.75,,,22.0,0.0,64.0,100.0,,17.0
2021-01-04 14:00:00,,184.0,,,1955.75,0.0,0.0,,,0.0,1937.0,0.0,1893.75,742.75,,,22.0,0.0,45.0,100.0,,12.0
2021-01-04 15:00:00,,184.0,,,1982.5,0.0,0.0,,,0.0,1037.0,0.0,1974.25,462.0,,,22.0,0.0,20.0,100.0,,12.0
2021-01-04 16:00:00,,184.0,,,1979.75,0.0,0.0,,,0.0,1048.25,0.0,2059.75,582.25,,,22.0,0.0,4.0,100.0,,10.0
2021-01-04 17:00:00,,184.0,,,1969.75,0.0,0.0,,,0.0,2230.5,0.0,2028.5,885.25,,,22.0,0.0,0.0,100.0,,5.0
2021-01-04 18:00:00,,184.0,,,1997.25,0.0,0.0,,,0.0,1402.25,0.0,2087.5,678.75,,,22.0,0.0,0.0,100.0,,6.0
2021-01-04 19:00:00,,184.0,,,2056.5,0.0,0.0,,,0.0,416.0,0.0,2097.75,510.5,,,22.0,0.0,0.0,100.0,,16.0
2021-01-04 20:00:00,,184.0,,,2063.25,0.0,0.0,,,0.0,95.0,0.0,2050.0,232.75,,,22.0,0.0,0.0,100.0,,14.0
2021-01-04 21:00:00,,184.0,,,2067.0,0.0,0.0,,,0.0,0.0,97.25,1945.25,198.25,,,22.0,0.0,0.0,100.0,,13.0
2021-01-04 22:00:00,,184.0,,,2077.25,0.0,0.0,,,0.0,0.0,182.25,1780.0,183.5,,,22.0,0.0,0.0,100.0,,15.0
2021-01-04 23:00:00,,184.0,,,2076.25,0.0,0.0,,,0.0,0.0,98.5,1702.25,184.0,,,22.0,0.0,0.0,100.0,,22.0
2021-01-05 00:00:00,,177.0,,,1757.0,0.0,0.0,,,0.0,0.0,45.5,1649.0,190.25,,,22.0,0.0,0.0,100.0,,47.0
2021-01-05 01:00:00,,176.0,,,1564.0,0.0,0.0,,,0.0,0.0,60.75,1624.5,172.25,,,22.0,0.0,0.0,100.0,,202.0
2021-01-05 02:00:00,,175.0,,,1329.75,0.0,0.0,,,0.0,0.0,264.5,1605.75,107.25,,,22.0,0.0,0.0,100.0,,190.0
2021-01-05 03:00:00,,176.0,,,1222.5,0.0,0.0,,,0.0,0.0,285.5,1608.0,64.0,,,22.0,0.0,0.0,100.0,,192.0
2021-01-05 04:00:00,,176.0,,,1366.0,0.0,0.0,,,0.0,0.0,249.5,1611.25,98.0,,,22.0,0.0,0.0,100.0,,147.0
2021-01-05 05:00:00,,176.0,,,1714.0,0.0,0.0,,,0.0,175.0,0.0,1622.0,119.75,,,22.0,0.0,0.0,100.0,,148.0
2021-01-05 06:00:00,,176.0,,,2125.75,0.0,0.0,,,0.0,236.75,0.0,1758.75,136.75,,,22.0,0.0,0.0,100.0,,236.0
2021-01-05 07:00:00,,176.0,,,2362.5,0.0,0.0,,,0.0,1358.75,0.0,1867.0,531.0,,,22.0,0.0,0.0,100.0,,279.0
2021-01-05 08:00:00,,176.0,,,2669.0,0.0,0.0,,,0.0,2506.75,0.0,2004.25,842.75,,,22.0,0.0,4.0,100.0,,279.0
2021-01-05 09:00:00,,176.0,,,2737.25,0.0,0.0,,,0.0,2414.25,0.0,2033.5,897.0,,,22.0,0.0,25.0,100.0,,213.0
2021-01-05 10:00:00,,176.0,,,2757.5,0.0,0.0,,,0.0,2255.25,0.0,1982.75,1055.75,,,22.0,0.0,59.0,100.0,,195.0
2021-01-05 11:00:00,,176.0,,,2773.75,0.0,0.0,,,0.0,2254.5,0.0,1989.5,1022.0,,,22.0,0.0,90.0,100.0,,148.0
2021-01-05 12:00:00,,177.0,,,2793.5,0.0,0.0,,,0.0,1560.0,0.0,2053.5,918.0,,,22.0,0.0,102.0,100.0,,144.0
2021-01-05 13:00:00,,180.0,,,2768.75,0.0,0.0,,,0.0,1319.25,0.0,2077.75,676.75,,,22.0,0.0,99.0,100.0,,156.0
2021-01-05 14:00:00,,180.0,,,2555.5,0.0,0.0,,,0.0,1460.5,0.0,2090.0,666.75,,,22.0,0.0,77.0,100.0,,103.0
2021-01-05 15:00:00,,180.0,,,2360.0,0.0,0.0,,,0.0,1594.75,0.0,2086.75,793.5,,,22.0,0.0,36.0,100.0,,67.0
2021-01-05 16:00:00,,180.0,,,2338.0,0.0,0.0,,,0.0,2202.0,0.0,2194.75,710.75,,,22.0,0.0,6.0,100.0,,42.0
2021-01-05 17:00:00,,180.0,,,2343.75,0.0,0.0,,,0.0,2595.75,0.0,2241.25,1052.75,,,22.0,0.0,0.0,100.0,,24.0
2021-01-05 18:00:00,,180.0,,,2353.75,0.0,0.0,,,0.0,2153.75,0.0,2263.0,804.5,,,22.0,0.0,0.0,100.0,,29.0
2021-01-05 19:00:00,,180.0,,,2493.5,0.0,0.0,,,0.0,1455.5,0.0,2186.5,610.0,,,22.0,0.0,0.0,100.0,,26.0
2021-01-05 20:00:00,,180.0,,,2697.0,0.0,0.0,,,0.0,81.5,0.0,2140.75,331.0,,,22.0,0.0,0.0,100.0,,7.0
2021-01-05 21:00:00,,177.0,,,2198.75,0.0,0.0,,,0.0,0.0,83.5,2028.0,181.5,,,22.0,0.0,0.0,100.0,,4.0
2021-01-05 22:00:00,,177.0,,,2049.25,0.0,0.0,,,0.0,0.0,98.25,1946.0,243.75,,,22.0,0.0,0.0,100.0,,4.0
2021-01-05 23:00:00,,176.0,,,1945.5,0.0,0.0,,,0.0,0.0,108.25,1853.5,139.5,,,22.0,0.0,0.0,100.0,,8.0
2021-01-06 00:00:00,,174.0,,,1849.25,0.0,0.0,,,0.0,0.0,96.25,1750.75,272.75,,,22.0,0.0,0.0,100.0,,49.0
2021-01-06 01:00:00,,178.0,,,1785.25,0.0,0.0,,,0.0,0.0,257.5,1722.5,92.25,,,22.0,0.0,0.0,100.0,,171.0
2021-01-06 02:00:00,,182.0,,,1760.0,0.0,0.0,,,0.0,0.0,305.5,1697.75,75.5,,,22.0,0.0,0.0,100.0,,362.0
2021-01-06 03:00:00,,184.0,,,1733.25,0.0,0.0,,,0.0,0.0,776.25,1694.75,92.75,,,22.0,0.0,0.0,100.0,,502.0
2021-01-06 04:00:00,,184.0,,,1733.75,0.0,0.0,,,0.0,0.0,708.75,1660.25,151.75,,,22.0,0.0,0.0,100.0,,608.0
2021-01-06 05:00:00,,184.0,,,1732.0,0.0,0.0,,,0.0,0.0,230.75,1674.5,256.25,,,22.0,0.0,0.0,100.0,,640.0
2021-01-06 06:00:00,,184.0,,,1831.25,0.0,0.0,,,0.0,0.0,52.5,1712.75,390.75,,,22.0,0.0,0.0,100.0,,572.0
2021-01-06 07:00:00,,184.0,,,1945.75,0.0,0.0,,,0.0,43.75,0.0,1887.25,181.25,,,22.0,0.0,0.0,100.0,,511.0
2021-01-06 08:00:00,,184.0,,,2026.5,0.0,0.0,,,0.0,155.0,0.0,2000.5,248.5,,,22.0,0.0,3.0,100.0,,403.0
2021-01-06 09:00:00,,184.0,,,2025.0,0.0,0.0,,,0.0,463.5,0.0,2027.5,327.5,,,22.0,0.0,20.0,100.0,,358.0
2021-01-06 10:00:00,,184.0,,,2035.0,0.0,0.0,,,0.0,436.75,0.0,2094.0,392.75,,,22.0,0.0,54.0,100.0,,304.0
2021-01-06 11:00:00,,184.0,,,1994.0,0.0,0.0,,,0.0,1099.5,0.0,2067.5,763.75,,,22.0,0.0,94.0,100.0,,270.0
2021-01-06 12:00:00,,184.0,,,1912.25,0.0,0.0,,,0.0,1451.75,0.0,2055.75,876.0,,,22.0,0.0,113.0,100.0,,163.0
2021-01-06 13:00:00,,184.0,,,1887.0,0.0,0.0,,,0.0,1135.5,0.0,2090.0,811.5,,,22.0,0.0,103.0,100.0,,180.0
2021-01-06 14:00:00,,184.0,,,1909.5,0.0,0.0,,,0.0,587.0,0.0,2115.0,662.0,,,22.0,0.0,82.0,100.0,,144.0
2021-01-06 15:00:00,,184.0,,,1897.0,0.0,0.0,,,0.0,760.0,0.0,2107.5,670.25,,,22.0,0.0,42.0,100.0,,118.0
2021-01-06 16:00:00,,184.0,,,1902.0,0.0,0.0,,,0.0,1444.75,0.0,2136.0,647.5,,,22.0,0.0,9.0,100.0,,180.0
2021-01-06 17:00:00,,184.0,,,1922.0,0.0,0.0,,,0.0,2372.75,0.0,2175.5,788.25,,,22.0,0.0,0.0,100.0,,209.0
2021-01-06 18:00:00,,184.0,,,1913.0,0.0,0.0,,,0.0,2028.75,0.0,2192.0,790.5,,,22.0,0.0,0.0,100.0,,245.0
2021-01-06 19:00:00,,184.0,,,1907.25,0.0,0.0,,,0.0,1802.75,0.0,2113.75,570.75,,,22.0,0.0,0.0,100.0,,297.0
2021-01-06 20:00:00,,184.0,,,1912.25,0.0,0.0,,,0.0,854.25,0.0,2066.0,531.75,,,22.0,0.0,0.0,100.0,,370.0
2021-01-06 21:00:00,,184.0,,,1954.5,0.0,0.0,,,0.0,133.75,0.0,1984.0,263.5,,,22.0,0.0,0.0,100.0,,439.0
2021-01-06 22:00:00,,184.0,,,1950.25,0.0,0.0,,,0.0,68.75,0.0,1886.75,208.5,,,22.0,0.0,0.0,100.0,,604.0
2021-01-06 23:00:00,,184.0,,,1953.5,0.0,0.0,,,0.0,68.25,0.0,1790.25,196.75,,,22.0,0.0,0.0,100.0,,747.0
2021-01-07 00:00:00,,174.0,,,1998.75,0.0,0.0,,,0.0,119.5,0.0,1718.25,242.5,,,22.0,0.0,0.0,100.0,,858.0
2021-01-07 01:00:00,,178.0,,,1860.75,0.0,0.0,,,0.0,13.75,20.5,1698.5,209.5,,,22.0,0.0,0.0,100.0,,944.0
2021-01-07 02:00:00,,183.0,,,1604.5,0.0,0.0,,,0.0,0.0,159.75,1692.75,251.5,,,22.0,0.0,0.0,100.0,,797.0
2021-01-07 03:00:00,,184.0,,,1540.25,0.0,0.0,,,0.0,0.0,468.5,1631.25,292.0,,,22.0,0.0,0.0,100.0,,834.0
2021-01-07 04:00:00,,184.0,,,1653.25,0.0,0.0,,,0.0,0.0,467.0,1625.0,276.75,,,22.0,0.0,0.0,100.0,,778.0
2021-01-07 05:00:00,,184.0,,,1830.75,0.0,0.0,,,0.0,15.5,8.75,1638.0,305.5,,,22.0,0.0,0.0,100.0,,745.0
2021-01-07 06:00:00,,184.0,,,1898.75,0.0,0.0,,,0.0,237.75,0.0,1713.25,540.75,,,22.0,0.0,0.0,100.0,,724.0
2021-01-07 07:00:00,,184.0,,,1875.5,0.0,0.0,,,0.0,2041.75,0.0,1805.25,994.25,,,22.0,0.0,0.0,100.0,,658.0
2021-01-07 08:00:00,,184.0,,,1928.75,0.0,0.0,,,0.0,2325.0,0.0,1881.75,1133.75,,,22.0,0.0,8.0,100.0,,712.0
2021-01-07 09:00:00,,184.0,,,2000.25,0.0,0.0,,,0.0,2589.0,0.0,1890.5,1176.5,,,22.0,0.0,39.0,100.0,,611.0
2021-01-07 10:00:00,,184.0,,,2021.75,0.0,0.0,,,0.0,2265.75,0.0,1884.0,1169.0,,,22.0,0.0,86.0,100.0,,498.0
2021-01-07 11:00:00,,184.0,,,2024.0,0.0,0.0,,,0.0,2295.75,0.0,1895.5,1122.75,,,22.0,0.0,128.0,100.0,,401.0
2021-01-07 12:00:00,,184.0,,,2001.25,0.0,0.0,,,0.0,2188.0,0.0,1899.25,1126.75,,,22.0,0.0,160.0,100.0,,428.0
2021-01-07 13:00:00,,184.0,,,1989.75,0.0,0.0,,,0.0,2212.75,0.0,1886.75,1077.5,,,22.0,0.0,167.0,100.0,,360.0
2021-01-07 14:00:00,,184.0,,,1987.0,0.0,0.0,,,0.0,2255.0,0.0,1938.0,1098.75,,,22.0,0.0,129.0,100.0,,271.0
2021-01-07 15:00:00,,184.0,,,1991.25,0.0,0.0,,,0.0,2438.0,0.0,2009.25,1145.75,,,22.0,0.0,60.0,100.0,,175.0
2021-01-07 16:00:00,,184.0,,,2032.5,0.0,0.0,,,0.0,2442.75,0.0,2104.0,1112.5,,,22.0,0.0,12.0,100.0,,132.0
2021-01-07 17:00:00,,184.0,,,2040.25,0.0,0.0,,,0.0,2799.0,0.0,2133.0,1173.5,,,22.0,0.0,0.0,100.0,,122.0
2021-01-07 18:00:00,,184.0,,,2032.5,0.0,0.0,,,0.0,2820.0,0.0,2124.0,1168.5,,,22.0,0.0,0.0,100.0,,132.0
2021-01-07 19:00:00,,184.0,,,2014.75,0.0,0.0,,,0.0,2321.0,0.0,2012.0,1169.0,,,22.0,0.0,0.0,100.0,,106.0
2021-01-07 20:00:00,,184.0,,,1984.0,0.0,0.0,,,0.0,1851.5,0.0,1942.0,747.0,,,22.0,0.0,0.0,100.0,,85.0
2021-01-07 21:00:00,,184.0,,,1992.5,0.0,0.0,,,0.0,247.5,0.0,1932.5,671.75,,,22.0,0.0,0.0,100.0,,76.0
2021-01-07 22:00:00,,184.0,,,2020.0,0.0,0.0,,,0.0,60.5,0.0,1857.0,513.75,,,22.0,0.0,0.0,100.0,,44.0
2021-01-07 23:00:00,,184.0,,,2037.25,0.0,0.0,,,0.0,0.0,123.0,1780.25,418.0,,,22.0,0.0,0.0,100.0,,29.0
2021-01-08 00:00:00,,184.0,,,2043.75,0.0,0.0,,,0.0,0.0,386.5,1731.25,217.5,,,22.0,0.0,0.0,100.0,,30.0
2021-01-08 01:00:00,,182.0,,,2029.25,0.0,0.0,,,0.0,0.0,422.25,1720.25,255.75,,,22.0,0.0,0.0,100.0,,27.0
