MTU,Biomass,Coal,Gas,Geothermal,Hydro,Hydro Discharge,Nuclear,Oil,Solar,Unknown,Wind
2021-01-01 00:00:00,13.0,231.0,60.0,0.0,700.0,0.0,690.0,0.0,0.0,11.0,0.0
2021-01-01 01:00:00,13.0,232.0,64.0,0.0,557.0,0.0,692.0,0.0,0.0,11.0,0.0
2021-01-01 02:00:00,13.0,234.0,66.0,0.0,480.0,0.0,692.0,0.0,0.0,11.0,0.0
2021-01-01 03:00:00,13.0,232.0,66.0,0.0,424.0,0.0,691.0,0.0,0.0,11.0,0.0
2021-01-01 04:00:00,13.0,233.0,66.0,0.0,421.0,0.0,690.0,0.0,0.0,11.0,0.0
2021-01-01 05:00:00,12.0,234.0,67.0,0.0,420.0,0.0,691.0,0.0,0.0,11.0,0.0
2021-01-01 06:00:00,12.0,234.0,67.0,0.0,436.0,0.0,691.0,0.0,0.0,11.0,0.0
2021-01-01 07:00:00,12.0,236.0,68.0,0.0,375.0,0.0,692.0,0.0,0.0,10.0,0.0
2021-01-01 08:00:00,12.0,233.0,68.0,0.0,532.0,0.0,692.0,0.0,10.0,10.0,0.0
2021-01-01 09:00:00,12.0,233.0,69.0,0.0,696.0,0.0,692.0,0.0,29.0,11.0,0.0
2021-01-01 10:00:00,12.0,234.0,66.0,0.0,695.0,0.0,691.0,0.0,47.0,11.0,0.0
2021-01-01 11:00:00,12.0,234.0,66.0,0.0,755.0,0.0,691.0,0.0,48.0,11.0,0.0
2021-01-01 12:00:00,12.0,231.0,67.0,0.0,783.0,0.0,691.0,0.0,37.0,11.0,0.0
2021-01-01 13:00:00,11.0,235.0,67.0,0.0,704.0,0.0,691.0,0.0,31.0,11.0,0.0
2021-01-01 14:00:00,12.0,225.0,67.0,0.0,661.0,0.0,691.0,0.0,21.0,11.0,0.0
2021-01-01 15:00:00,12.0,216.0,66.0,0.0,669.0,0.0,690.0,0.0,7.0,11.0,0.0
2021-01-01 16:00:00,12.0,223.0,67.0,0.0,897.0,0.0,690.0,0.0,0.0,11.0,0.0
2021-01-01 17:00:00,12.0,214.0,67.0,0.0,1025.0,0.0,690.0,0.0,0.0,11.0,0.0
2021-01-01 18:00:00,12.0,211.0,67.0,0.0,1039.0,0.0,690.0,0.0,0.0,11.0,0.0
2021-01-01 19:00:00,12.0,211.0,67.0,0.0,1001.0,0.0,690.0,0.0,0.0,11.0,0.0
