"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK1","01.01.2021 00:00 - 01.01.2021 01:00 (CET/CEST)","300","n/e","n/e","321","571","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","103","104","119"
"BZN|DK1","01.01.2021 01:00 - 01.01.2021 02:00 (CET/CEST)","307","n/e","n/e","278","582","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","105","85","110"
"BZN|DK1","01.01.2021 02:00 - 01.01.2021 03:00 (CET/CEST)","276","n/e","n/e","277","444","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","105","79","82"
"BZN|DK1","01.01.2021 03:00 - 01.01.2021 04:00 (CET/CEST)","225","n/e","n/e","277","399","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","103","65","65"
"BZN|DK1","01.01.2021 04:00 - 01.01.2021 05:00 (CET/CEST)","213","n/e","n/e","271","397","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","103","57","56"
"BZN|DK1","01.01.2021 05:00 - 01.01.2021 06:00 (CET/CEST)","236","n/e","n/e","278","409","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","105","41","50"
"BZN|DK1","01.01.2021 06:00 - 01.01.2021 07:00 (CET/CEST)","275","n/e","n/e","280","432","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","104","34","48"
"BZN|DK1","01.01.2021 07:00 - 01.01.2021 08:00 (CET/CEST)","291","n/e","n/e","339","449","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","109","45","50"
"BZN|DK1","01.01.2021 08:00 - 01.01.2021 09:00 (CET/CEST)","326","n/e","n/e","376","448","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","127","39","47"
"BZN|DK1","01.01.2021 09:00 - 01.01.2021 10:00 (CET/CEST)","286","n/e","n/e","388","498","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","6","126","55","45"
"BZN|DK1","01.01.2021 10:00 - 01.01.2021 11:00 (CET/CEST)","338","n/e","n/e","405","554","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","26","128","66","43"
"BZN|DK1","01.01.2021 11:00 - 01.01.2021 12:00 (CET/CEST)","358","n/e","n/e","418","573","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","52","129","54","40"
"BZN|DK1","01.01.2021 12:00 - 01.01.2021 13:00 (CET/CEST)","367","n/e","n/e","425","716","15","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","61","127","30","37"
"BZN|DK1","01.01.2021 13:00 - 01.01.2021 14:00 (CET/CEST)","368","n/e","n/e","439","748","15","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","48","128","21","36"
"BZN|DK1","01.01.2021 14:00 - 01.01.2021 15:00 (CET/CEST)","361","n/e","n/e","433","669","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","23","129","24","36"
"BZN|DK1","01.01.2021 15:00 - 01.01.2021 16:00 (CET/CEST)","372","n/e","n/e","443","831","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","6","128","16","36"
"BZN|DK1","01.01.2021 16:00 - 01.01.2021 17:00 (CET/CEST)","406","n/e","n/e","483","872","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","129","17","39"
"BZN|DK1","01.01.2021 17:00 - 01.01.2021 18:00 (CET/CEST)","399","n/e","n/e","482","998","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","128","21","48"
"BZN|DK1","01.01.2021 18:00 - 01.01.2021 19:00 (CET/CEST)","387","n/e","n/e","456","996","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","128","31","56"
"BZN|DK1","01.01.2021 19:00 - 01.01.2021 20:00 (CET/CEST)","388","n/e","n/e","451","968","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","128","25","55"
"BZN|DK1","01.01.2021 20:00 - 01.01.2021 21:00 (CET/CEST)","385","n/e","n/e","465","882","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","128","14","47"
"BZN|DK1","01.01.2021 21:00 - 01.01.2021 22:00 (CET/CEST)","416","n/e","n/e","459","858","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","119","6","39"
"BZN|DK1","01.01.2021 22:00 - 01.01.2021 23:00 (CET/CEST)","436","n/e","n/e","467","816","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","112","4","38"
"BZN|DK1","01.01.2021 23:00 - 02.01.2021 00:00 (CET/CEST)","419","n/e","n/e","461","774","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","109","9","36"
"BZN|DK1","02.01.2021 00:00 - 02.01.2021 01:00 (CET/CEST)","346","n/e","n/e","386","540","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","118","24","42"
"BZN|DK1","02.01.2021 01:00 - 02.01.2021 02:00 (CET/CEST)","362","n/e","n/e","386","574","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","125","8","44"
"BZN|DK1","02.01.2021 02:00 - 02.01.2021 03:00 (CET/CEST)","358","n/e","n/e","383","461","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","110","1","40"
"BZN|DK1","02.01.2021 03:00 - 02.01.2021 04:00 (CET/CEST)","350","n/e","n/e","380","410","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","111","12","41"
"BZN|DK1","02.01.2021 04:00 - 02.01.2021 05:00 (CET/CEST)","304","n/e","n/e","388","365","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","112","27","44"
"BZN|DK1","02.01.2021 05:00 - 02.01.2021 06:00 (CET/CEST)","286","n/e","n/e","374","402","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","112","47","42"
"BZN|DK1","02.01.2021 06:00 - 02.01.2021 07:00 (CET/CEST)","263","n/e","n/e","384","418","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","111","49","38"
"BZN|DK1","02.01.2021 07:00 - 02.01.2021 08:00 (CET/CEST)","219","n/e","n/e","424","482","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","110","24","43"
"BZN|DK1","02.01.2021 08:00 - 02.01.2021 09:00 (CET/CEST)","242","n/e","n/e","465","472","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","110","31","41"
"BZN|DK1","02.01.2021 09:00 - 02.01.2021 10:00 (CET/CEST)","256","n/e","n/e","490","612","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","9","112","32","40"
"BZN|DK1","02.01.2021 10:00 - 02.01.2021 11:00 (CET/CEST)","280","n/e","n/e","489","614","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","42","113","28","38"
"BZN|DK1","02.01.2021 11:00 - 02.01.2021 12:00 (CET/CEST)","358","n/e","n/e","493","749","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","69","111","37","42"
"BZN|DK1","02.01.2021 12:00 - 02.01.2021 13:00 (CET/CEST)","359","n/e","n/e","491","855","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","84","107","41","43"
"BZN|DK1","02.01.2021 13:00 - 02.01.2021 14:00 (CET/CEST)","277","n/e","n/e","492","797","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","70","107","17","49"
"BZN|DK1","02.01.2021 14:00 - 02.01.2021 15:00 (CET/CEST)","246","n/e","n/e","487","815","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","38","102","16","43"
"BZN|DK1","02.01.2021 15:00 - 02.01.2021 16:00 (CET/CEST)","345","n/e","n/e","519","909","18","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","8","100","24","54"
"BZN|DK1","02.01.2021 16:00 - 02.01.2021 17:00 (CET/CEST)","343","n/e","n/e","494","1028","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","98","49","73"
"BZN|DK1","02.01.2021 17:00 - 02.01.2021 18:00 (CET/CEST)","330","n/e","n/e","490","1044","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","98","56","112"
"BZN|DK1","02.01.2021 18:00 - 02.01.2021 19:00 (CET/CEST)","324","n/e","n/e","492","984","18","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","98","73","149"
"BZN|DK1","02.01.2021 19:00 - 02.01.2021 20:00 (CET/CEST)","320","n/e","n/e","475","969","18","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","98","119","190"
"BZN|DK1","02.01.2021 20:00 - 02.01.2021 21:00 (CET/CEST)","318","n/e","n/e","454","942","18","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","97","197","233"
"BZN|DK1","02.01.2021 21:00 - 02.01.2021 22:00 (CET/CEST)","319","n/e","n/e","434","857","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","92","233","265"
"BZN|DK1","02.01.2021 22:00 - 02.01.2021 23:00 (CET/CEST)","321","n/e","n/e","409","840","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","90","260","255"
"BZN|DK1","02.01.2021 23:00 - 03.01.2021 00:00 (CET/CEST)","320","n/e","n/e","388","615","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","68","268","266"
"BZN|DK1","03.01.2021 00:00 - 03.01.2021 01:00 (CET/CEST)","295","n/e","n/e","310","522","13","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","5","0","63","232","298"
"BZN|DK1","03.01.2021 01:00 - 03.01.2021 02:00 (CET/CEST)","304","n/e","n/e","300","517","13","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","4","0","66","253","322"
"BZN|DK1","03.01.2021 02:00 - 03.01.2021 03:00 (CET/CEST)","291","n/e","n/e","300","440","13","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","4","0","66","297","408"
"BZN|DK1","03.01.2021 03:00 - 03.01.2021 04:00 (CET/CEST)","165","n/e","n/e","247","396","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","59","412","473"
"BZN|DK1","03.01.2021 04:00 - 03.01.2021 05:00 (CET/CEST)","146","n/e","n/e","249","354","12","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","4","0","56","432","541"
"BZN|DK1","03.01.2021 05:00 - 03.01.2021 06:00 (CET/CEST)","167","n/e","n/e","243","364","12","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","4","0","49","502","417"
"BZN|DK1","03.01.2021 06:00 - 03.01.2021 07:00 (CET/CEST)","200","n/e","n/e","225","388","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","51","642","516"
"BZN|DK1","03.01.2021 07:00 - 03.01.2021 08:00 (CET/CEST)","174","n/e","n/e","193","324","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","52","609","445"
"BZN|DK1","03.01.2021 08:00 - 03.01.2021 09:00 (CET/CEST)","147","n/e","n/e","180","322","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","51","748","506"
