"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-North","01.01.2023 00:00 - 01.01.2023 01:00 (CET/CEST)","230","n/e","14","5547","533","12","n/e","n/e","n/e","","22","1186","198","n/e","n/e","1231","n/e","0","35","n/e","31"
"BZN|IT-North","01.01.2023 01:00 - 01.01.2023 02:00 (CET/CEST)","232","n/e","14","5212","538","2","n/e","n/e","n/e","","24","1099","193","n/e","n/e","1167","n/e","0","35","n/e","27"
"BZN|IT-North","01.01.2023 02:00 - 01.01.2023 03:00 (CET/CEST)","232","n/e","14","4660","533","1","n/e","n/e","n/e","","30","1057","190","n/e","n/e","1058","n/e","0","35","n/e","29"
"BZN|IT-North","01.01.2023 03:00 - 01.01.2023 04:00 (CET/CEST)","232","n/e","14","4334","535","1","n/e","n/e","n/e","","27","1048","190","n/e","n/e","1030","n/e","0","35","n/e","29"
"BZN|IT-North","01.01.2023 04:00 - 01.01.2023 05:00 (CET/CEST)","230","n/e","14","4209","531","1","n/e","n/e","n/e","","31","1043","187","n/e","n/e","1061","n/e","0","36","n/e","31"
"BZN|IT-North","01.01.2023 05:00 - 01.01.2023 06:00 (CET/CEST)","229","n/e","14","4247","537","1","n/e","n/e","n/e","","26","1044","170","n/e","n/e","1075","n/e","0","35","n/e","33"
"BZN|IT-North","01.01.2023 06:00 - 01.01.2023 07:00 (CET/CEST)","233","n/e","14","4278","530","1","n/e","n/e","n/e","","32","1109","169","n/e","n/e","1053","n/e","0","35","n/e","34"
"BZN|IT-North","01.01.2023 07:00 - 01.01.2023 08:00 (CET/CEST)","231","n/e","14","4385","532","1","n/e","n/e","n/e","","30","1164","184","n/e","n/e","1048","n/e","0","36","n/e","34"
"BZN|IT-North","01.01.2023 08:00 - 01.01.2023 09:00 (CET/CEST)","226","n/e","15","3777","538","1","n/e","n/e","n/e","24","","1337","162","n/e","n/e","1018","n/e","89","35","n/e","36"
"BZN|IT-North","01.01.2023 09:00 - 01.01.2023 10:00 (CET/CEST)","228","n/e","15","3256","537","1","n/e","n/e","n/e","","460","1233","100","n/e","n/e","1092","n/e","354","34","n/e","33"
"BZN|IT-North","01.01.2023 10:00 - 01.01.2023 11:00 (CET/CEST)","228","n/e","14","3463","547","2","n/e","n/e","n/e","","1258","1056","61","n/e","n/e","1192","n/e","672","31","n/e","33"
"BZN|IT-North","01.01.2023 11:00 - 01.01.2023 12:00 (CET/CEST)","229","n/e","13","3632","545","2","n/e","n/e","n/e","","1148","1020","61","n/e","n/e","1345","n/e","900","32","n/e","31"
"BZN|IT-North","01.01.2023 12:00 - 01.01.2023 13:00 (CET/CEST)","222","n/e","11","3704","538","2","n/e","n/e","n/e","","869","976","49","n/e","n/e","1433","n/e","744","34","n/e","32"
"BZN|IT-North","01.01.2023 13:00 - 01.01.2023 14:00 (CET/CEST)","216","n/e","13","3683","538","2","n/e","n/e","n/e","","869","920","52","n/e","n/e","1324","n/e","643","34","n/e","35"
"BZN|IT-North","01.01.2023 14:00 - 01.01.2023 15:00 (CET/CEST)","217","n/e","14","3488","537","2","n/e","n/e","n/e","","133","905","67","n/e","n/e","1200","n/e","313","33","n/e","41"
"BZN|IT-North","01.01.2023 15:00 - 01.01.2023 16:00 (CET/CEST)","218","n/e","13","4280","535","1","n/e","n/e","n/e","","252","961","167","n/e","n/e","1271","n/e","116","31","n/e","34"
"BZN|IT-North","01.01.2023 16:00 - 01.01.2023 17:00 (CET/CEST)","215","n/e","14","5755","539","1","n/e","n/e","n/e","","175","1078","212","n/e","n/e","1250","n/e","6","30","n/e","43"
"BZN|IT-North","01.01.2023 17:00 - 01.01.2023 18:00 (CET/CEST)","214","n/e","14","6232","532","0","n/e","n/e","n/e","283","","1687","274","n/e","n/e","1297","n/e","0","30","n/e","36"
"BZN|IT-North","01.01.2023 18:00 - 01.01.2023 19:00 (CET/CEST)","209","n/e","15","6341","538","11","n/e","n/e","n/e","214","","1951","356","n/e","n/e","1222","n/e","0","29","n/e","32"
"BZN|IT-North","01.01.2023 19:00 - 01.01.2023 20:00 (CET/CEST)","213","n/e","14","6285","534","10","n/e","n/e","n/e","427","","1852","483","n/e","n/e","1249","n/e","0","29","n/e","35"
"BZN|IT-North","01.01.2023 20:00 - 01.01.2023 21:00 (CET/CEST)","215","n/e","15","6242","558","11","n/e","n/e","n/e","199","","1647","385","n/e","n/e","1218","n/e","0","29","n/e","37"
"BZN|IT-North","01.01.2023 21:00 - 01.01.2023 22:00 (CET/CEST)","216","n/e","15","6463","580","1","n/e","n/e","n/e","14","","1188","208","n/e","n/e","1192","n/e","0","30","n/e","45"
"BZN|IT-North","01.01.2023 22:00 - 01.01.2023 23:00 (CET/CEST)","219","n/e","14","5662","610","1","n/e","n/e","n/e","","22","1077","202","n/e","n/e","1220","n/e","0","30","n/e","46"
"BZN|IT-North","01.01.2023 23:00 - 02.01.2023 00:00 (CET/CEST)","220","n/e","13","4470","643","0","n/e","n/e","n/e","","23","1004","172","n/e","n/e","1063","n/e","0","30","n/e","39"
"BZN|IT-North","02.01.2023 00:00 - 02.01.2023 01:00 (CET/CEST)","219","n/e","14","3764","693","1","n/e","n/e","n/e","","18","951","151","n/e","n/e","1242","n/e","0","31","n/e","33"
"BZN|IT-North","02.01.2023 01:00 - 02.01.2023 02:00 (CET/CEST)","217","n/e","14","3570","693","1","n/e","n/e","n/e","","26","920","151","n/e","n/e","1223","n/e","0","31","n/e","30"
"BZN|IT-North","02.01.2023 02:00 - 02.01.2023 03:00 (CET/CEST)","216","n/e","14","3724","693","1","n/e","n/e","n/e","","942","911","78","n/e","n/e","1169","n/e","0","32","n/e","29"
"BZN|IT-North","02.01.2023 03:00 - 02.01.2023 04:00 (CET/CEST)","214","n/e","14","3737","693","1","n/e","n/e","n/e","","978","906","77","n/e","n/e","1090","n/e","0","32","n/e","27"
"BZN|IT-North","02.01.2023 04:00 - 02.01.2023 05:00 (CET/CEST)","209","n/e","14","3583","694","1","n/e","n/e","n/e","","326","937","158","n/e","n/e","1088","n/e","0","31","n/e","23"
"BZN|IT-North","02.01.2023 05:00 - 02.01.2023 06:00 (CET/CEST)","212","n/e","15","3852","697","1","n/e","n/e","n/e","","19","961","180","n/e","n/e","1115","n/e","0","29","n/e","19"
"BZN|IT-North","02.01.2023 06:00 - 02.01.2023 07:00 (CET/CEST)","224","n/e","13","5266","692","0","n/e","n/e","n/e","","20","1050","201","n/e","n/e","1195","n/e","0","29","n/e","21"
"BZN|IT-North","02.01.2023 07:00 - 02.01.2023 08:00 (CET/CEST)","226","n/e","12","6431","711","0","n/e","n/e","n/e","","1","1284","202","n/e","n/e","1478","n/e","0","29","n/e","22"
"BZN|IT-North","02.01.2023 08:00 - 02.01.2023 09:00 (CET/CEST)","218","n/e","14","6978","716","10","n/e","n/e","n/e","","1","1681","329","n/e","n/e","1553","n/e","7","30","n/e","26"
"BZN|IT-North","02.01.2023 09:00 - 02.01.2023 10:00 (CET/CEST)","217","n/e","12","7070","718","0","n/e","n/e","n/e","","1","1680","269","n/e","n/e","1614","n/e","104","27","n/e","28"
"BZN|IT-North","02.01.2023 10:00 - 02.01.2023 11:00 (CET/CEST)","221","n/e","12","6426","691","0","n/e","n/e","n/e","","1","1461","251","n/e","n/e","1651","n/e","191","29","n/e","28"
"BZN|IT-North","02.01.2023 11:00 - 02.01.2023 12:00 (CET/CEST)","217","n/e","12","6096","619","0","n/e","n/e","n/e","","1","1324","199","n/e","n/e","1683","n/e","256","28","n/e","31"
"BZN|IT-North","02.01.2023 12:00 - 02.01.2023 13:00 (CET/CEST)","219","n/e","12","6041","642","0","n/e","n/e","n/e","7","","1347","174","n/e","n/e","1671","n/e","283","29","n/e","37"
"BZN|IT-North","02.01.2023 13:00 - 02.01.2023 14:00 (CET/CEST)","220","n/e","13","6016","694","0","n/e","n/e","n/e","4","","1280","158","n/e","n/e","1687","n/e","266","29","n/e","31"
"BZN|IT-North","02.01.2023 14:00 - 02.01.2023 15:00 (CET/CEST)","218","n/e","11","6482","688","0","n/e","n/e","n/e","0","","1257","174","n/e","n/e","1673","n/e","160","30","n/e","26"
"BZN|IT-North","02.01.2023 15:00 - 02.01.2023 16:00 (CET/CEST)","216","n/e","10","7226","685","0","n/e","n/e","n/e","40","","1291","189","n/e","n/e","1727","n/e","50","29","n/e","32"
"BZN|IT-North","02.01.2023 16:00 - 02.01.2023 17:00 (CET/CEST)","226","n/e","11","8058","699","0","n/e","n/e","n/e","157","","1616","227","n/e","n/e","1725","n/e","1","28","n/e","35"
"BZN|IT-North","02.01.2023 17:00 - 02.01.2023 18:00 (CET/CEST)","224","n/e","11","8796","698","0","n/e","n/e","n/e","333","","2153","469","n/e","n/e","1728","n/e","0","27","n/e","42"
"BZN|IT-North","02.01.2023 18:00 - 02.01.2023 19:00 (CET/CEST)","223","n/e","12","8607","702","0","n/e","n/e","n/e","269","","2055","367","n/e","n/e","1680","n/e","0","30","n/e","39"
"BZN|IT-North","02.01.2023 19:00 - 02.01.2023 20:00 (CET/CEST)","224","n/e","11","8818","700","0","n/e","n/e","n/e","267","","1980","385","n/e","n/e","1707","n/e","0","26","n/e","31"
"BZN|IT-North","02.01.2023 20:00 - 02.01.2023 21:00 (CET/CEST)","224","n/e","11","8226","694","0","n/e","n/e","n/e","115","","1612","203","n/e","n/e","1742","n/e","0","27","n/e","28"
"BZN|IT-North","02.01.2023 21:00 - 02.01.2023 22:00 (CET/CEST)","226","n/e","13","6895","693","1","n/e","n/e","n/e","","25","1358","123","n/e","n/e","1619","n/e","0","26","n/e","29"
"BZN|IT-North","02.01.2023 22:00 - 02.01.2023 23:00 (CET/CEST)","214","n/e","13","5579","699","1","n/e","n/e","n/e","","26","1132","117","n/e","n/e","1565","n/e","0","30","n/e","29"
"BZN|IT-North","02.01.2023 23:00 - 03.01.2023 00:00 (CET/CEST)","206","n/e","12","4886","681","1","n/e","n/e","n/e","","24","1026","93","n/e","n/e","1514","n/e","0","28","n/e","29"
"BZN|IT-North","03.01.2023 00:00 - 03.01.2023 01:00 (CET/CEST)","212","n/e","12","4378","693","11","n/e","n/e","n/e","","24","909","31","n/e","n/e","1153","n/e","0","32","n/e","29"
"BZN|IT-North","03.01.2023 01:00 - 03.01.2023 02:00 (CET/CEST)","213","n/e","12","3967","699","11","n/e","n/e","n/e","","818","877","31","n/e","n/e","1223","n/e","0","31","n/e","26"
"BZN|IT-North","03.01.2023 02:00 - 03.01.2023 03:00 (CET/CEST)","212","n/e","12","3577","699","6","n/e","n/e","n/e","","681","883","32","n/e","n/e","1179","n/e","0","29","n/e","27"
"BZN|IT-North","03.01.2023 03:00 - 03.01.2023 04:00 (CET/CEST)","211","n/e","11","3494","698","11","n/e","n/e","n/e","","843","847","32","n/e","n/e","1183","n/e","0","30","n/e","21"
"BZN|IT-North","03.01.2023 04:00 - 03.01.2023 05:00 (CET/CEST)","208","n/e","14","3627","701","11","n/e","n/e","n/e","","839","841","36","n/e","n/e","1203","n/e","0","30","n/e","25"
"BZN|IT-North","03.01.2023 05:00 - 03.01.2023 06:00 (CET/CEST)","206","n/e","14","4318","698","11","n/e","n/e","n/e","","992","918","92","n/e","n/e","1213","n/e","0","30","n/e","27"
"BZN|IT-North","03.01.2023 06:00 - 03.01.2023 07:00 (CET/CEST)","222","n/e","12","5847","698","1","n/e","n/e","n/e","","876","1070","196","n/e","n/e","1166","n/e","0","30","n/e","29"
"BZN|IT-North","03.01.2023 07:00 - 03.01.2023 08:00 (CET/CEST)","225","n/e","10","6988","699","10","n/e","n/e","n/e","5","","1349","289","n/e","n/e","1407","n/e","0","28","n/e","33"
"BZN|IT-North","03.01.2023 08:00 - 03.01.2023 09:00 (CET/CEST)","222","n/e","13","6906","696","10","n/e","n/e","n/e","700","","2051","367","n/e","n/e","1715","n/e","5","29","n/e","30"
"BZN|IT-North","03.01.2023 09:00 - 03.01.2023 10:00 (CET/CEST)","220","n/e","12","7196","696","11","n/e","n/e","n/e","529","","2355","358","n/e","n/e","1768","n/e","116","28","n/e","27"
"BZN|IT-North","03.01.2023 10:00 - 03.01.2023 11:00 (CET/CEST)","206","n/e","10","7447","694","3","n/e","n/e","n/e","25","","1607","346","n/e","n/e","1668","n/e","190","28","n/e","26"
"BZN|IT-North","03.01.2023 11:00 - 03.01.2023 12:00 (CET/CEST)","208","n/e","11","6472","695","3","n/e","n/e","n/e","25","","1505","224","n/e","n/e","1730","n/e","242","28","n/e","25"
"BZN|IT-North","03.01.2023 12:00 - 03.01.2023 13:00 (CET/CEST)","207","n/e","11","6185","698","13","n/e","n/e","n/e","","1","1339","104","n/e","n/e","1724","n/e","215","27","n/e","23"
"BZN|IT-North","03.01.2023 13:00 - 03.01.2023 14:00 (CET/CEST)","207","n/e","11","5903","695","13","n/e","n/e","n/e","","1","1227","92","n/e","n/e","1709","n/e","240","30","n/e","25"
"BZN|IT-North","03.01.2023 14:00 - 03.01.2023 15:00 (CET/CEST)","209","n/e","11","6426","697","13","n/e","n/e","n/e","","1","1255","216","n/e","n/e","1783","n/e","155","28","n/e","29"
"BZN|IT-North","03.01.2023 15:00 - 03.01.2023 16:00 (CET/CEST)","226","n/e","11","6872","697","13","n/e","n/e","n/e","18","","1488","287","n/e","n/e","1817","n/e","50","27","n/e","37"
"BZN|IT-North","03.01.2023 16:00 - 03.01.2023 17:00 (CET/CEST)","226","n/e","12","6944","697","13","n/e","n/e","n/e","397","","2166","345","n/e","n/e","1766","n/e","0","28","n/e","34"
"BZN|IT-North","03.01.2023 17:00 - 03.01.2023 18:00 (CET/CEST)","220","n/e","12","6922","695","13","n/e","n/e","n/e","1511","","2766","428","n/e","n/e","1718","n/e","0","29","n/e","29"
