"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|RS","01.01.2017 00:00 - 01.01.2017 01:00 (CET/CEST)","3","3267","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","394","0","n/e","n/e","77","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 01:00 - 01.01.2017 02:00 (CET/CEST)","3","3239","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","451","0","n/e","n/e","80","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 02:00 - 01.01.2017 03:00 (CET/CEST)","3","3088","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","316","0","n/e","n/e","78","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 03:00 - 01.01.2017 04:00 (CET/CEST)","3","3055","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","344","0","n/e","n/e","78","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 04:00 - 01.01.2017 05:00 (CET/CEST)","3","3075","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","331","0","n/e","n/e","90","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 05:00 - 01.01.2017 06:00 (CET/CEST)","3","3008","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","335","0","n/e","n/e","115","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 06:00 - 01.01.2017 07:00 (CET/CEST)","3","2968","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","336","0","n/e","n/e","117","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 07:00 - 01.01.2017 08:00 (CET/CEST)","3","2950","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","322","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 08:00 - 01.01.2017 09:00 (CET/CEST)","3","2969","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","389","0","n/e","n/e","114","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 09:00 - 01.01.2017 10:00 (CET/CEST)","3","3025","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","480","0","n/e","n/e","115","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 10:00 - 01.01.2017 11:00 (CET/CEST)","3","2979","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","662","0","n/e","n/e","107","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 11:00 - 01.01.2017 12:00 (CET/CEST)","3","2948","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","580","0","n/e","n/e","93","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 12:00 - 01.01.2017 13:00 (CET/CEST)","3","3011","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","458","0","n/e","n/e","87","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 13:00 - 01.01.2017 14:00 (CET/CEST)","3","3083","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","359","0","n/e","n/e","78","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 14:00 - 01.01.2017 15:00 (CET/CEST)","3","3132","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","454","0","n/e","n/e","81","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 15:00 - 01.01.2017 16:00 (CET/CEST)","3","3094","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","452","0","n/e","n/e","95","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 16:00 - 01.01.2017 17:00 (CET/CEST)","3","3081","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","549","0","n/e","n/e","101","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 17:00 - 01.01.2017 18:00 (CET/CEST)","3","2926","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","900","0","n/e","n/e","99","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 18:00 - 01.01.2017 19:00 (CET/CEST)","3","2948","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","915","0","n/e","n/e","102","n/e","n/e","n/e","n/e","n/e"
"BZN|RS","01.01.2017 19:00 - 01.01.2017 20:00 (CET/CEST)","3","3004","n/e","2","n/e","n/e","n/e","n/e","n/e","0","","909","6","n/e","n/e","98","n/e","n/e","n/e","n/e","n/e"
