"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-North","01.01.2017 00:00 - 01.01.2017 01:00 (CET/CEST)","89","n/e","n/e","3105","n/e","0","n/e","n/e","n/e","","368","1225","340","n/e","n/e","7089","n/e","0","26","n/e","1"
"BZN|IT-North","01.01.2017 01:00 - 01.01.2017 02:00 (CET/CEST)","83","n/e","n/e","3143","n/e","0","n/e","n/e","n/e","","864","1149","186","n/e","n/e","7166","n/e","0","25","n/e","1"
"BZN|IT-North","01.01.2017 02:00 - 01.01.2017 03:00 (CET/CEST)","78","n/e","n/e","2925","n/e","0","n/e","n/e","n/e","","922","983","166","n/e","n/e","6860","n/e","0","25","n/e","1"
"BZN|IT-North","01.01.2017 03:00 - 01.01.2017 04:00 (CET/CEST)","79","n/e","n/e","2456","n/e","0","n/e","n/e","n/e","","1214","846","42","n/e","n/e","6081","n/e","0","26","n/e","1"
"BZN|IT-North","01.01.2017 04:00 - 01.01.2017 05:00 (CET/CEST)","80","n/e","n/e","2518","n/e","0","n/e","n/e","n/e","","1236","839","41","n/e","n/e","5222","n/e","0","26","n/e","1"
"BZN|IT-North","01.01.2017 05:00 - 01.01.2017 06:00 (CET/CEST)","78","n/e","n/e","2622","n/e","0","n/e","n/e","n/e","","1237","826","41","n/e","n/e","5516","n/e","0","26","n/e","1"
"BZN|IT-North","01.01.2017 06:00 - 01.01.2017 07:00 (CET/CEST)","80","n/e","n/e","2378","n/e","0","n/e","n/e","n/e","","1180","824","41","n/e","n/e","6211","n/e","0","26","n/e","1"
"BZN|IT-North","01.01.2017 07:00 - 01.01.2017 08:00 (CET/CEST)","80","n/e","n/e","2310","n/e","0","n/e","n/e","n/e","","1185","823","44","n/e","n/e","6204","n/e","0","25","n/e","2"
"BZN|IT-North","01.01.2017 08:00 - 01.01.2017 09:00 (CET/CEST)","82","n/e","n/e","2266","n/e","0","n/e","n/e","n/e","","1196","923","178","n/e","n/e","5907","n/e","86","25","n/e","3"
"BZN|IT-North","01.01.2017 09:00 - 01.01.2017 10:00 (CET/CEST)","80","n/e","n/e","1970","n/e","0","n/e","n/e","n/e","","1196","1077","146","n/e","n/e","5447","n/e","557","25","n/e","3"
"BZN|IT-North","01.01.2017 10:00 - 01.01.2017 11:00 (CET/CEST)","80","n/e","n/e","1895","n/e","0","n/e","n/e","n/e","","1149","1011","102","n/e","n/e","4933","n/e","1400","25","n/e","2"
"BZN|IT-North","01.01.2017 11:00 - 01.01.2017 12:00 (CET/CEST)","81","n/e","n/e","1945","n/e","0","n/e","n/e","n/e","","1146","1144","77","n/e","n/e","4795","n/e","1998","26","n/e","3"
"BZN|IT-North","01.01.2017 12:00 - 01.01.2017 13:00 (CET/CEST)","80","n/e","n/e","1981","n/e","0","n/e","n/e","n/e","","1124","1149","113","n/e","n/e","5645","n/e","2316","26","n/e","4"
"BZN|IT-North","01.01.2017 13:00 - 01.01.2017 14:00 (CET/CEST)","80","n/e","n/e","1929","n/e","0","n/e","n/e","n/e","","1125","918","89","n/e","n/e","5226","n/e","2110","25","n/e","3"
"BZN|IT-North","01.01.2017 14:00 - 01.01.2017 15:00 (CET/CEST)","81","n/e","n/e","1916","n/e","0","n/e","n/e","n/e","","1123","888","86","n/e","n/e","5373","n/e","1270","24","n/e","3"
"BZN|IT-North","01.01.2017 15:00 - 01.01.2017 16:00 (CET/CEST)","82","n/e","n/e","2098","n/e","0","n/e","n/e","n/e","","981","906","92","n/e","n/e","6081","n/e","485","25","n/e","4"
"BZN|IT-North","01.01.2017 16:00 - 01.01.2017 17:00 (CET/CEST)","80","n/e","n/e","2426","n/e","0","n/e","n/e","n/e","","323","1125","160","n/e","n/e","6964","n/e","44","25","n/e","2"
"BZN|IT-North","01.01.2017 17:00 - 01.01.2017 18:00 (CET/CEST)","80","n/e","n/e","2975","n/e","0","n/e","n/e","n/e","202","","1329","276","n/e","n/e","7161","n/e","0","25","n/e","3"
"BZN|IT-North","01.01.2017 18:00 - 01.01.2017 19:00 (CET/CEST)","82","n/e","n/e","3149","n/e","0","n/e","n/e","n/e","325","","1853","462","n/e","n/e","7209","n/e","0","22","n/e","4"
"BZN|IT-North","01.01.2017 19:00 - 01.01.2017 20:00 (CET/CEST)","80","n/e","n/e","3144","n/e","0","n/e","n/e","n/e","788","","2068","430","n/e","n/e","7291","n/e","0","23","n/e","7"
"BZN|IT-North","01.01.2017 20:00 - 01.01.2017 21:00 (CET/CEST)","81","n/e","n/e","3145","n/e","0","n/e","n/e","n/e","672","","2066","484","n/e","n/e","7229","n/e","0","25","n/e","5"
"BZN|IT-North","01.01.2017 21:00 - 01.01.2017 22:00 (CET/CEST)","81","n/e","n/e","3207","n/e","0","n/e","n/e","n/e","47","","1651","482","n/e","n/e","7213","n/e","0","24","n/e","3"
"BZN|IT-North","01.01.2017 22:00 - 01.01.2017 23:00 (CET/CEST)","79","n/e","n/e","3195","n/e","0","n/e","n/e","n/e","","210","1320","276","n/e","n/e","7073","n/e","0","24","n/e","2"
"BZN|IT-North","01.01.2017 23:00 - 02.01.2017 00:00 (CET/CEST)","79","n/e","n/e","3074","n/e","0","n/e","n/e","n/e","","393","1102","229","n/e","n/e","6622","n/e","0","24","n/e","3"
"BZN|IT-North","02.01.2017 00:00 - 02.01.2017 01:00 (CET/CEST)","77","n/e","n/e","2951","n/e","0","n/e","n/e","n/e","","396","1041","284","n/e","n/e","6176","n/e","0","24","n/e","5"
"BZN|IT-North","02.01.2017 01:00 - 02.01.2017 02:00 (CET/CEST)","78","n/e","n/e","2956","n/e","0","n/e","n/e","n/e","","1185","958","80","n/e","n/e","5747","n/e","1","24","n/e","6"
