"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|LT","01.01.2020 00:00 - 01.01.2020 01:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","44","n/e","n/e","n/e","14","n/e","0","19","n/e","241"
"BZN|LT","01.01.2020 01:00 - 01.01.2020 02:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","0","19","n/e","262"
"BZN|LT","01.01.2020 02:00 - 01.01.2020 03:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","0","19","n/e","248"
"BZN|LT","01.01.2020 03:00 - 01.01.2020 04:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","0","19","n/e","220"
"BZN|LT","01.01.2020 04:00 - 01.01.2020 05:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","0","19","n/e","229"
"BZN|LT","01.01.2020 05:00 - 01.01.2020 06:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","0","19","n/e","250"
"BZN|LT","01.01.2020 06:00 - 01.01.2020 07:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","0","19","n/e","278"
"BZN|LT","01.01.2020 07:00 - 01.01.2020 08:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","0","19","n/e","284"
"BZN|LT","01.01.2020 08:00 - 01.01.2020 09:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","2","19","n/e","286"
"BZN|LT","01.01.2020 09:00 - 01.01.2020 10:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","2","19","n/e","309"
"BZN|LT","01.01.2020 10:00 - 01.01.2020 11:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","7","19","n/e","328"
"BZN|LT","01.01.2020 11:00 - 01.01.2020 12:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","7","19","n/e","344"
"BZN|LT","01.01.2020 12:00 - 01.01.2020 13:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","7","19","n/e","349"
"BZN|LT","01.01.2020 13:00 - 01.01.2020 14:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","6","19","n/e","351"
"BZN|LT","01.01.2020 14:00 - 01.01.2020 15:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","15","n/e","2","19","n/e","351"
"BZN|LT","01.01.2020 15:00 - 01.01.2020 16:00 (CET/CEST)","55","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","1","19","n/e","372"
"BZN|LT","01.01.2020 16:00 - 01.01.2020 17:00 (CET/CEST)","56","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","397"
"BZN|LT","01.01.2020 17:00 - 01.01.2020 18:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","13","n/e","0","19","n/e","399"
"BZN|LT","01.01.2020 18:00 - 01.01.2020 19:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","396"
"BZN|LT","01.01.2020 19:00 - 01.01.2020 20:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","380"
"BZN|LT","01.01.2020 20:00 - 01.01.2020 21:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","382"
"BZN|LT","01.01.2020 21:00 - 01.01.2020 22:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","386"
"BZN|LT","01.01.2020 22:00 - 01.01.2020 23:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","387"
"BZN|LT","01.01.2020 23:00 - 02.01.2020 00:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","39","n/e","n/e","n/e","14","n/e","0","19","n/e","389"
"BZN|LT","02.01.2020 00:00 - 02.01.2020 01:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","393"
"BZN|LT","02.01.2020 01:00 - 02.01.2020 02:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","423"
"BZN|LT","02.01.2020 02:00 - 02.01.2020 03:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","15","n/e","0","19","n/e","418"
"BZN|LT","02.01.2020 03:00 - 02.01.2020 04:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","424"
"BZN|LT","02.01.2020 04:00 - 02.01.2020 05:00 (CET/CEST)","55","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","419"
"BZN|LT","02.01.2020 05:00 - 02.01.2020 06:00 (CET/CEST)","55","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","15","n/e","0","19","n/e","405"
"BZN|LT","02.01.2020 06:00 - 02.01.2020 07:00 (CET/CEST)","56","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","16","n/e","0","19","n/e","399"
"BZN|LT","02.01.2020 07:00 - 02.01.2020 08:00 (CET/CEST)","56","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","16","n/e","0","19","n/e","347"
"BZN|LT","02.01.2020 08:00 - 02.01.2020 09:00 (CET/CEST)","56","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","16","n/e","1","19","n/e","328"
"BZN|LT","02.01.2020 09:00 - 02.01.2020 10:00 (CET/CEST)","56","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","16","n/e","2","19","n/e","337"
"BZN|LT","02.01.2020 10:00 - 02.01.2020 11:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","16","n/e","6","19","n/e","317"
"BZN|LT","02.01.2020 11:00 - 02.01.2020 12:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","31","n/e","n/e","n/e","17","n/e","7","19","n/e","305"
"BZN|LT","02.01.2020 12:00 - 02.01.2020 13:00 (CET/CEST)","56","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","15","n/e","6","19","n/e","318"
"BZN|LT","02.01.2020 13:00 - 02.01.2020 14:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","7","19","n/e","330"
"BZN|LT","02.01.2020 14:00 - 02.01.2020 15:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","2","19","n/e","337"
"BZN|LT","02.01.2020 15:00 - 02.01.2020 16:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","1","19","n/e","348"
"BZN|LT","02.01.2020 16:00 - 02.01.2020 17:00 (CET/CEST)","56","n/e","n/e","46","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","334"
"BZN|LT","02.01.2020 17:00 - 02.01.2020 18:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","315"
"BZN|LT","02.01.2020 18:00 - 02.01.2020 19:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","285"
"BZN|LT","02.01.2020 19:00 - 02.01.2020 20:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","299"
"BZN|LT","02.01.2020 20:00 - 02.01.2020 21:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","342"
"BZN|LT","02.01.2020 21:00 - 02.01.2020 22:00 (CET/CEST)","56","n/e","n/e","45","n/e","n/e","n/e","n/e","n/e","0","0","25","n/e","n/e","n/e","14","n/e","0","19","n/e","358"
