"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|SE2","01.01.2023 00:00 - 01.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1226","n/e","n/e","71","n/e","0","n/e","n/e","3159"
"BZN|SE2","01.01.2023 01:00 - 01.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1112","n/e","n/e","70","n/e","0","n/e","n/e","3050"
"BZN|SE2","01.01.2023 02:00 - 01.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1093","n/e","n/e","71","n/e","0","n/e","n/e","3152"
"BZN|SE2","01.01.2023 03:00 - 01.01.2023 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1053","n/e","n/e","71","n/e","0","n/e","n/e","3257"
"BZN|SE2","01.01.2023 04:00 - 01.01.2023 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1053","n/e","n/e","71","n/e","0","n/e","n/e","3216"
"BZN|SE2","01.01.2023 05:00 - 01.01.2023 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1141","n/e","n/e","74","n/e","0","n/e","n/e","3215"
"BZN|SE2","01.01.2023 06:00 - 01.01.2023 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1162","n/e","n/e","71","n/e","0","n/e","n/e","3132"
"BZN|SE2","01.01.2023 07:00 - 01.01.2023 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1219","n/e","n/e","71","n/e","0","n/e","n/e","3197"
"BZN|SE2","01.01.2023 08:00 - 01.01.2023 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1233","n/e","n/e","72","n/e","0","n/e","n/e","3298"
"BZN|SE2","01.01.2023 09:00 - 01.01.2023 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1244","n/e","n/e","72","n/e","0","n/e","n/e","3399"
"BZN|SE2","01.01.2023 10:00 - 01.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1331","n/e","n/e","72","n/e","0","n/e","n/e","3330"
"BZN|SE2","01.01.2023 11:00 - 01.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1376","n/e","n/e","72","n/e","0","n/e","n/e","3107"
"BZN|SE2","01.01.2023 12:00 - 01.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1385","n/e","n/e","83","n/e","0","n/e","n/e","2994"
"BZN|SE2","01.01.2023 13:00 - 01.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1409","n/e","n/e","83","n/e","0","n/e","n/e","2883"
"BZN|SE2","01.01.2023 14:00 - 01.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1644","n/e","n/e","94","n/e","0","n/e","n/e","2899"
"BZN|SE2","01.01.2023 15:00 - 01.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2002","n/e","n/e","97","n/e","0","n/e","n/e","2910"
"BZN|SE2","01.01.2023 16:00 - 01.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2413","n/e","n/e","97","n/e","0","n/e","n/e","2939"
"BZN|SE2","01.01.2023 17:00 - 01.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2780","n/e","n/e","97","n/e","0","n/e","n/e","2897"
"BZN|SE2","01.01.2023 18:00 - 01.01.2023 19:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3210","n/e","n/e","102","n/e","0","n/e","n/e","2905"
"BZN|SE2","01.01.2023 19:00 - 01.01.2023 20:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3281","n/e","n/e","102","n/e","0","n/e","n/e","2771"
"BZN|SE2","01.01.2023 20:00 - 01.01.2023 21:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3245","n/e","n/e","99","n/e","0","n/e","n/e","2610"
"BZN|SE2","01.01.2023 21:00 - 01.01.2023 22:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3099","n/e","n/e","99","n/e","0","n/e","n/e","2501"
"BZN|SE2","01.01.2023 22:00 - 01.01.2023 23:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3042","n/e","n/e","98","n/e","0","n/e","n/e","2307"
"BZN|SE2","01.01.2023 23:00 - 02.01.2023 00:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2736","n/e","n/e","99","n/e","0","n/e","n/e","2058"
"BZN|SE2","02.01.2023 00:00 - 02.01.2023 01:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2571","n/e","n/e","120","n/e","0","n/e","n/e","1871"
"BZN|SE2","02.01.2023 01:00 - 02.01.2023 02:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2300","n/e","n/e","120","n/e","0","n/e","n/e","1797"
"BZN|SE2","02.01.2023 02:00 - 02.01.2023 03:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2289","n/e","n/e","120","n/e","0","n/e","n/e","1749"
"BZN|SE2","02.01.2023 03:00 - 02.01.2023 04:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2294","n/e","n/e","121","n/e","0","n/e","n/e","1754"
"BZN|SE2","02.01.2023 04:00 - 02.01.2023 05:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2326","n/e","n/e","121","n/e","0","n/e","n/e","1783"
"BZN|SE2","02.01.2023 05:00 - 02.01.2023 06:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2928","n/e","n/e","122","n/e","0","n/e","n/e","1656"
"BZN|SE2","02.01.2023 06:00 - 02.01.2023 07:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4130","n/e","n/e","128","n/e","0","n/e","n/e","1593"
"BZN|SE2","02.01.2023 07:00 - 02.01.2023 08:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4527","n/e","n/e","137","n/e","0","n/e","n/e","1627"
"BZN|SE2","02.01.2023 08:00 - 02.01.2023 09:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4841","n/e","n/e","146","n/e","0","n/e","n/e","1600"
"BZN|SE2","02.01.2023 09:00 - 02.01.2023 10:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5095","n/e","n/e","149","n/e","0","n/e","n/e","1559"
"BZN|SE2","02.01.2023 10:00 - 02.01.2023 11:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5301","n/e","n/e","148","n/e","0","n/e","n/e","1445"
"BZN|SE2","02.01.2023 11:00 - 02.01.2023 12:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5517","n/e","n/e","146","n/e","0","n/e","n/e","1204"
"BZN|SE2","02.01.2023 12:00 - 02.01.2023 13:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5619","n/e","n/e","144","n/e","0","n/e","n/e","1037"
"BZN|SE2","02.01.2023 13:00 - 02.01.2023 14:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5757","n/e","n/e","144","n/e","0","n/e","n/e","793"
"BZN|SE2","02.01.2023 14:00 - 02.01.2023 15:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5804","n/e","n/e","144","n/e","0","n/e","n/e","616"
"BZN|SE2","02.01.2023 15:00 - 02.01.2023 16:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5775","n/e","n/e","145","n/e","0","n/e","n/e","541"
"BZN|SE2","02.01.2023 16:00 - 02.01.2023 17:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5906","n/e","n/e","145","n/e","0","n/e","n/e","484"
"BZN|SE2","02.01.2023 17:00 - 02.01.2023 18:00 (CET/CEST)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5936","n/e","n/e","146","n/e","0","n/e","n/e","487"
