"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IE(SEM)","01.01.2018 00:00 - 01.01.2018 00:30 (CET/CEST)","n/e","n/e","n/e","686","309","0","n/e","152","n/e","72","0","183","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2649"
"BZN|IE(SEM)","01.01.2018 00:30 - 01.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","691","295","0","n/e","149","n/e","145","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2620"
"BZN|IE(SEM)","01.01.2018 01:00 - 01.01.2018 01:30 (CET/CEST)","n/e","n/e","n/e","826","302","0","n/e","154","n/e","0","76","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2550"
"BZN|IE(SEM)","01.01.2018 01:30 - 01.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","833","361","0","n/e","194","n/e","0","76","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2422"
"BZN|IE(SEM)","01.01.2018 02:00 - 01.01.2018 02:30 (CET/CEST)","n/e","n/e","n/e","803","338","0","n/e","193","n/e","0","76","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2318"
"BZN|IE(SEM)","01.01.2018 02:30 - 01.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","770","346","0","n/e","196","n/e","0","155","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2359"
"BZN|IE(SEM)","01.01.2018 03:00 - 01.01.2018 03:30 (CET/CEST)","n/e","n/e","n/e","799","363","0","n/e","198","n/e","0","230","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2207"
"BZN|IE(SEM)","01.01.2018 03:30 - 01.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","857","364","0","n/e","198","n/e","0","229","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2155"
"BZN|IE(SEM)","01.01.2018 04:00 - 01.01.2018 04:30 (CET/CEST)","n/e","n/e","n/e","845","356","0","n/e","198","n/e","0","228","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1997"
"BZN|IE(SEM)","01.01.2018 04:30 - 01.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","867","425","0","n/e","213","n/e","0","227","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1755"
"BZN|IE(SEM)","01.01.2018 05:00 - 01.01.2018 05:30 (CET/CEST)","n/e","n/e","n/e","823","426","0","n/e","213","n/e","0","226","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1773"
"BZN|IE(SEM)","01.01.2018 05:30 - 01.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","807","436","0","n/e","213","n/e","0","224","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1761"
"BZN|IE(SEM)","01.01.2018 06:00 - 01.01.2018 06:30 (CET/CEST)","n/e","n/e","n/e","749","406","0","n/e","210","n/e","0","226","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1779"
"BZN|IE(SEM)","01.01.2018 06:30 - 01.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","701","389","0","n/e","211","n/e","0","224","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1915"
"BZN|IE(SEM)","01.01.2018 07:00 - 01.01.2018 07:30 (CET/CEST)","n/e","n/e","n/e","708","338","0","n/e","210","n/e","0","222","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1965"
"BZN|IE(SEM)","01.01.2018 07:30 - 01.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","689","285","0","n/e","191","n/e","0","221","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2115"
"BZN|IE(SEM)","01.01.2018 08:00 - 01.01.2018 08:30 (CET/CEST)","n/e","n/e","n/e","656","293","0","n/e","149","n/e","0","219","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2252"
"BZN|IE(SEM)","01.01.2018 08:30 - 01.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","657","293","0","n/e","148","n/e","0","217","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2355"
"BZN|IE(SEM)","01.01.2018 09:00 - 01.01.2018 09:30 (CET/CEST)","n/e","n/e","n/e","658","295","0","n/e","148","n/e","0","216","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2173"
"BZN|IE(SEM)","01.01.2018 09:30 - 01.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","663","268","0","n/e","147","n/e","0","146","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2137"
"BZN|IE(SEM)","01.01.2018 10:00 - 01.01.2018 10:30 (CET/CEST)","n/e","n/e","n/e","678","269","0","n/e","148","n/e","0","71","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2199"
"BZN|IE(SEM)","01.01.2018 10:30 - 01.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","680","270","0","n/e","148","n/e","20","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2415"
"BZN|IE(SEM)","01.01.2018 11:00 - 01.01.2018 11:30 (CET/CEST)","n/e","n/e","n/e","679","268","0","n/e","148","n/e","19","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2576"
"BZN|IE(SEM)","01.01.2018 11:30 - 01.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","673","266","0","n/e","148","n/e","15","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2736"
"BZN|IE(SEM)","01.01.2018 12:00 - 01.01.2018 12:30 (CET/CEST)","n/e","n/e","n/e","692","274","0","n/e","150","n/e","20","0","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2925"
"BZN|IE(SEM)","01.01.2018 12:30 - 01.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","673","266","0","n/e","148","n/e","18","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","3006"
"BZN|IE(SEM)","01.01.2018 13:00 - 01.01.2018 13:30 (CET/CEST)","n/e","n/e","n/e","679","269","0","n/e","148","n/e","18","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","3084"
"BZN|IE(SEM)","01.01.2018 13:30 - 01.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","669","266","0","n/e","148","n/e","21","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","3087"
"BZN|IE(SEM)","01.01.2018 14:00 - 01.01.2018 14:30 (CET/CEST)","n/e","n/e","n/e","680","271","0","n/e","147","n/e","26","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","3190"
"BZN|IE(SEM)","01.01.2018 14:30 - 01.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","699","268","0","n/e","147","n/e","24","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","3099"
"BZN|IE(SEM)","01.01.2018 15:00 - 01.01.2018 15:30 (CET/CEST)","n/e","n/e","n/e","682","259","0","n/e","148","n/e","20","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","3060"
"BZN|IE(SEM)","01.01.2018 15:30 - 01.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","719","267","0","n/e","148","n/e","24","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2869"
"BZN|IE(SEM)","01.01.2018 16:00 - 01.01.2018 16:30 (CET/CEST)","n/e","n/e","n/e","719","268","0","n/e","148","n/e","23","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2714"
"BZN|IE(SEM)","01.01.2018 16:30 - 01.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","710","255","0","n/e","171","n/e","20","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2628"
"BZN|IE(SEM)","01.01.2018 17:00 - 01.01.2018 17:30 (CET/CEST)","n/e","n/e","n/e","760","278","0","n/e","171","n/e","23","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2472"
"BZN|IE(SEM)","01.01.2018 17:30 - 01.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","858","325","0","n/e","200","n/e","112","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2432"
"BZN|IE(SEM)","01.01.2018 18:00 - 01.01.2018 18:30 (CET/CEST)","n/e","n/e","n/e","989","438","0","n/e","245","n/e","100","0","194","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2386"
"BZN|IE(SEM)","01.01.2018 18:30 - 01.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","1039","432","0","n/e","247","n/e","137","0","194","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2298"
"BZN|IE(SEM)","01.01.2018 19:00 - 01.01.2018 19:30 (CET/CEST)","n/e","n/e","n/e","1082","504","0","n/e","261","n/e","141","0","195","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2076"
"BZN|IE(SEM)","01.01.2018 19:30 - 01.01.2018 20:00 (CET/CEST)","n/e","n/e","n/e","1102","491","0","n/e","260","n/e","148","0","196","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1915"
"BZN|IE(SEM)","01.01.2018 20:00 - 01.01.2018 20:30 (CET/CEST)","n/e","n/e","n/e","1029","442","0","n/e","261","n/e","140","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1706"
"BZN|IE(SEM)","01.01.2018 20:30 - 01.01.2018 21:00 (CET/CEST)","n/e","n/e","n/e","1042","429","0","n/e","277","n/e","140","0","194","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1482"
"BZN|IE(SEM)","01.01.2018 21:00 - 01.01.2018 21:30 (CET/CEST)","n/e","n/e","n/e","1128","446","0","n/e","278","n/e","151","0","198","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1403"
"BZN|IE(SEM)","01.01.2018 21:30 - 01.01.2018 22:00 (CET/CEST)","n/e","n/e","n/e","1130","506","0","n/e","288","n/e","151","0","198","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1285"
"BZN|IE(SEM)","01.01.2018 22:00 - 01.01.2018 22:30 (CET/CEST)","n/e","n/e","n/e","1090","571","0","n/e","293","n/e","98","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1096"
"BZN|IE(SEM)","01.01.2018 22:30 - 01.01.2018 23:00 (CET/CEST)","n/e","n/e","n/e","1097","570","0","n/e","294","n/e","99","0","195","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1017"
"BZN|IE(SEM)","01.01.2018 23:00 - 01.01.2018 23:30 (CET/CEST)","n/e","n/e","n/e","1079","473","0","n/e","295","n/e","18","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","945"
"BZN|IE(SEM)","01.01.2018 23:30 - 02.01.2018 00:00 (CET/CEST)","n/e","n/e","n/e","1079","402","0","n/e","299","n/e","21","0","192","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","926"
"BZN|IE(SEM)","02.01.2018 00:00 - 02.01.2018 00:30 (CET/CEST)","n/e","n/e","n/e","1100","411","0","n/e","307","n/e","22","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","869"
"BZN|IE(SEM)","02.01.2018 00:30 - 02.01.2018 01:00 (CET/CEST)","n/e","n/e","n/e","1115","439","0","n/e","307","n/e","145","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","763"
"BZN|IE(SEM)","02.01.2018 01:00 - 02.01.2018 01:30 (CET/CEST)","n/e","n/e","n/e","1120","548","0","n/e","317","n/e","18","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","819"
"BZN|IE(SEM)","02.01.2018 01:30 - 02.01.2018 02:00 (CET/CEST)","n/e","n/e","n/e","1070","570","0","n/e","315","n/e","0","75","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","844"
"BZN|IE(SEM)","02.01.2018 02:00 - 02.01.2018 02:30 (CET/CEST)","n/e","n/e","n/e","1021","444","0","n/e","315","n/e","0","75","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","929"
"BZN|IE(SEM)","02.01.2018 02:30 - 02.01.2018 03:00 (CET/CEST)","n/e","n/e","n/e","1036","421","0","n/e","306","n/e","0","151","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","946"
"BZN|IE(SEM)","02.01.2018 03:00 - 02.01.2018 03:30 (CET/CEST)","n/e","n/e","n/e","996","401","0","n/e","299","n/e","0","153","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1154"
"BZN|IE(SEM)","02.01.2018 03:30 - 02.01.2018 04:00 (CET/CEST)","n/e","n/e","n/e","990","422","0","n/e","306","n/e","0","302","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1250"
"BZN|IE(SEM)","02.01.2018 04:00 - 02.01.2018 04:30 (CET/CEST)","n/e","n/e","n/e","1054","327","0","n/e","310","n/e","0","298","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1458"
"BZN|IE(SEM)","02.01.2018 04:30 - 02.01.2018 05:00 (CET/CEST)","n/e","n/e","n/e","837","287","0","n/e","305","n/e","0","298","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1755"
"BZN|IE(SEM)","02.01.2018 05:00 - 02.01.2018 05:30 (CET/CEST)","n/e","n/e","n/e","623","277","0","n/e","232","n/e","0","298","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1812"
"BZN|IE(SEM)","02.01.2018 05:30 - 02.01.2018 06:00 (CET/CEST)","n/e","n/e","n/e","691","314","0","n/e","196","n/e","0","291","184","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1909"
"BZN|IE(SEM)","02.01.2018 06:00 - 02.01.2018 06:30 (CET/CEST)","n/e","n/e","n/e","679","305","0","n/e","194","n/e","0","290","183","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2122"
"BZN|IE(SEM)","02.01.2018 06:30 - 02.01.2018 07:00 (CET/CEST)","n/e","n/e","n/e","658","295","0","n/e","189","n/e","0","288","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2260"
"BZN|IE(SEM)","02.01.2018 07:00 - 02.01.2018 07:30 (CET/CEST)","n/e","n/e","n/e","667","294","0","n/e","190","n/e","0","288","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2324"
"BZN|IE(SEM)","02.01.2018 07:30 - 02.01.2018 08:00 (CET/CEST)","n/e","n/e","n/e","682","299","0","n/e","192","n/e","0","214","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2420"
"BZN|IE(SEM)","02.01.2018 08:00 - 02.01.2018 08:30 (CET/CEST)","n/e","n/e","n/e","720","296","0","n/e","192","n/e","0","213","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2674"
"BZN|IE(SEM)","02.01.2018 08:30 - 02.01.2018 09:00 (CET/CEST)","n/e","n/e","n/e","753","285","0","n/e","189","n/e","0","140","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2715"
"BZN|IE(SEM)","02.01.2018 09:00 - 02.01.2018 09:30 (CET/CEST)","n/e","n/e","n/e","781","275","0","n/e","189","n/e","16","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2774"
"BZN|IE(SEM)","02.01.2018 09:30 - 02.01.2018 10:00 (CET/CEST)","n/e","n/e","n/e","802","275","0","n/e","190","n/e","17","0","197","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2955"
"BZN|IE(SEM)","02.01.2018 10:00 - 02.01.2018 10:30 (CET/CEST)","n/e","n/e","n/e","846","267","0","n/e","206","n/e","16","0","191","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2755"
"BZN|IE(SEM)","02.01.2018 10:30 - 02.01.2018 11:00 (CET/CEST)","n/e","n/e","n/e","897","277","0","n/e","284","n/e","16","0","192","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2612"
"BZN|IE(SEM)","02.01.2018 11:00 - 02.01.2018 11:30 (CET/CEST)","n/e","n/e","n/e","914","278","0","n/e","284","n/e","16","0","187","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2618"
"BZN|IE(SEM)","02.01.2018 11:30 - 02.01.2018 12:00 (CET/CEST)","n/e","n/e","n/e","805","275","0","n/e","279","n/e","20","0","187","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2688"
"BZN|IE(SEM)","02.01.2018 12:00 - 02.01.2018 12:30 (CET/CEST)","n/e","n/e","n/e","729","279","0","n/e","246","n/e","21","0","189","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2789"
"BZN|IE(SEM)","02.01.2018 12:30 - 02.01.2018 13:00 (CET/CEST)","n/e","n/e","n/e","781","278","0","n/e","192","n/e","26","0","196","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2794"
"BZN|IE(SEM)","02.01.2018 13:00 - 02.01.2018 13:30 (CET/CEST)","n/e","n/e","n/e","781","335","0","n/e","188","n/e","20","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2685"
"BZN|IE(SEM)","02.01.2018 13:30 - 02.01.2018 14:00 (CET/CEST)","n/e","n/e","n/e","890","351","0","n/e","228","n/e","22","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2569"
"BZN|IE(SEM)","02.01.2018 14:00 - 02.01.2018 14:30 (CET/CEST)","n/e","n/e","n/e","938","415","0","n/e","259","n/e","21","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2476"
"BZN|IE(SEM)","02.01.2018 14:30 - 02.01.2018 15:00 (CET/CEST)","n/e","n/e","n/e","1049","495","0","n/e","279","n/e","65","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2313"
"BZN|IE(SEM)","02.01.2018 15:00 - 02.01.2018 15:30 (CET/CEST)","n/e","n/e","n/e","1153","586","0","n/e","277","n/e","63","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2260"
"BZN|IE(SEM)","02.01.2018 15:30 - 02.01.2018 16:00 (CET/CEST)","n/e","n/e","n/e","1114","610","0","n/e","277","n/e","65","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2365"
"BZN|IE(SEM)","02.01.2018 16:00 - 02.01.2018 16:30 (CET/CEST)","n/e","n/e","n/e","1073","607","0","n/e","275","n/e","60","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2364"
"BZN|IE(SEM)","02.01.2018 16:30 - 02.01.2018 17:00 (CET/CEST)","n/e","n/e","n/e","1038","602","0","n/e","272","n/e","21","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2401"
"BZN|IE(SEM)","02.01.2018 17:00 - 02.01.2018 17:30 (CET/CEST)","n/e","n/e","n/e","1053","623","0","n/e","286","n/e","21","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2434"
"BZN|IE(SEM)","02.01.2018 17:30 - 02.01.2018 18:00 (CET/CEST)","n/e","n/e","n/e","1188","665","0","n/e","281","n/e","107","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2526"
"BZN|IE(SEM)","02.01.2018 18:00 - 02.01.2018 18:30 (CET/CEST)","n/e","n/e","n/e","1145","651","0","n/e","271","n/e","173","0","177","n/e","n/e","n/e","29","n/e","n/e","n/e","n/e","2285"
"BZN|IE(SEM)","02.01.2018 18:30 - 02.01.2018 19:00 (CET/CEST)","n/e","n/e","n/e","997","608","0","n/e","270","n/e","98","0","175","n/e","n/e","n/e","56","n/e","n/e","n/e","n/e","2619"
